IDEQUIPAMENT,ALIES,NOM,CATEGORIA,TIPUS_VIA,VIA,SUFIX_VIA,2TIPUS_VIA,2VIA,2SUFIX_VIA,NUM,PIS,PORTA,CPOSTAL,POBLACIO,CODI_MUNICIPI,COMARCA,TELEFON1,TELEFON2,FAX,UTMX,UTMY,LONGITUD,LATITUD,EMAIL,WEB,DATA_MODIFICACIO,PROPIETATS,Georeferència
2580505,Escola L'Estel,Escola L'Estel,Educació. Formació|Educació primària (EPRI)||Educació. Formació|Educació infantil de 2n cicle (EINF2C)||,," pl. de la Segarra, s/n",,,,,,,,25271,Sant Guim de Freixenet,251924,Segarra,973556286,,973556286,368462000,4612900000,1.420193000,41.657002000,c5004036@xtec.cat,,06/12/2024 07:27:55 AM,Codi Territorial|Lleida|Naturalesa|Públic|Titularitat|Departament d'Educació,POINT (1.420193 41.657)
2581424,Escola Europa,Escola Europa,Educació. Formació|Educació primària (EPRI)||Educació. Formació|Educació infantil de 2n cicle (EINF2C)||,," pl. de la Segregació, 2",,,,,,,,43840,Salou,439057,Tarragonès,977384996,,977384996,343301000,4549463000,1.134543000,41.081342000,e3006393@xtec.cat,,06/12/2024 07:22:22 AM,Codi Territorial|Tarragona|Naturalesa|Públic|Titularitat|Departament d'Educació,POINT (1.134543 41.08134)
27045309,Museu de la Pagesia de Fogars de la Selva,Museu de la Pagesia de Fogars de la Selva,"Cultura|Museus, col·leccions i centres d'interpretació|Museus i col·leccions|",," Pl. de la Serra de Marina, s/n.",,,,,,,,8495,Fogars de la Selva,80826,Selva,93 764 42 88 -,,,473049000,4619068000,2.675975956,41.722957709,fds.museu@diba.cat,http://www.fogarsdelaselva.org,07/10/2024 07:34:19 AM,Gestio|Gestió directa d'entitats públiques|Titularitat|Pública,POINT (2.675976 41.722958)
27045072,Museu de les Trementinaires,Museu de les Trementinaires,"Cultura|Museus, col·leccions i centres d'interpretació|Museus i col·leccions|",," Pl. de la Serra del Cadí, 1. Tuixén",,,,,,,,25717,Josa i Tuixén,259101,Alt Urgell,973 37 00 30,,,381835940,4676617000,1.567984662,42.232800846,museu@trementinaires.org,http://www.trementinaires.org,07/10/2024 07:30:49 AM,Gestio|Gestió directa d'entitats públiques|Titularitat|Pública,POINT (1.5679847 42.2328)
24594624,ÀREA D'ACTIVITAT FISICOESPORTIVA PARC,ÀREA D'ACTIVITAT FISICOESPORTIVA PARC,Esports. Lleure|Instal·lacions esportives|Altres espais singulars|,," Pl. de la Serradora, s/n, Llinars del Vallès",,,,,,,,8450,Llinars del Vallès,81069,Vallès Oriental,,,,450374000,4610025000,2.404123877,41.640418266,,,07/19/2024 07:32:40 AM,"Enlla�|<a href="" http://equipaments.esport.gencat.cat/ceeree/equipaments/22738"" target=""_blank"">Cens d�equipaments esportius de Catalunya</a>|Espais|1 Altres espais singulars<br/>1 Zones d'activitat a l'entorn urbà",POINT (2.4041238 41.64042)
27041139,Casa de la Festa Major,Casa de la Festa Major,"Cultura|Museus, col·leccions i centres d'interpretació|Museus i col·leccions|",," Pl. de la Vall del Castell   /   Oficines: C. de Misser Rufet, 2, 2n 1a",,,,,,,,8720,Vilafranca del Penedès,83054,Alt Penedès,93 892 03 58 -,,,390979000,4578183000,1.696838556,41.347768832,cultura@vilafranca.org,http://www.vilafranca.cat,07/10/2024 07:29:23 AM,Titularitat|Pública,POINT (1.6968385 41.34777)
2580604,Escola Sant Gil,Escola Sant Gil,Educació. Formació|Educació primària (EPRI)||Educació. Formació|Educació infantil de 2n cicle (EINF2C)||,," pl. de la Vall, 7",,,,,,,,25750,Torà,252234,Segarra,973473660,,973473660,367261000,4630126000,1.401932000,41.811896000,c5004607@xtec.cat,,06/12/2024 07:27:42 AM,Codi Territorial|Lleida|Naturalesa|Públic|Titularitat|Departament d'Educació,POINT (1.401932 41.811897)
27043622,Centre Civic i Cultural la Magdalena,Centre Civic i Cultural la Magdalena,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",, Pl. de la Verge 7-8,,,,,7-8,,,43740,Móra d'Ebre,430939,Ribera d'Ebre,977400012,,,301914700,4551785500,0.641454305,41.093215143,ajuntament@moradebre.cat,http://www.moradebre.cat,07/10/2024 07:33:12 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (0.6414543 41.093216)
547167,Ajuntament de Lliçà de Vall,Ajuntament de Lliçà de Vall,Administració pública|Ens locals|Ajuntaments|,, Pl. de la Vila,,,,,,,,8185,Lliçà de Vall,81081,Vallès Oriental,93-8439000,,93-8439375,436610321,4604107024,2.239497588,41.586142674,llissadevall@llissadevall.cat,http://www.llissadevall.cat,07/17/2024 07:03:33 AM,,POINT (2.2394977 41.586143)
27044210,Sala Cooperativa,Sala Cooperativa,Cultura|Espais escènics i musicals|Sala polivalent|,, Pl. de la Vila 1,,,,,1,,,8150,Parets del Vallès,81593,Vallès Oriental,935739800,,,436125500,4602680000,2.233833495,41.573251533,juli.bosch@parets.cat,http://www.parets.cat/la-vila/guia-del-municipi/equipaments/sala-cooperativa,07/10/2024 07:32:40 AM,Gestio|Pública   |Titularitat|Altres    ,POINT (2.2338336 41.57325)
27043694,Espai Juvenil Cau Jove,Espai Juvenil Cau Jove,Cultura|Altres espais aptes per a l'ús cultural|Locals i espais polivalents|,, Pl. de la Vila 1,,,,,1,,,8787,"Pobla de Claramunt, la",81653,Anoia,908087127,,,389489720,4601135000,1.674841116,41.554251531,,http://www.facebookcom/cau.jove.3,07/10/2024 07:34:24 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.6748412 41.554253)
27043553,Sala Cultural Josep Maria Ainaud de lasarte,Sala Cultural Josep Maria Ainaud de lasarte,Cultura|Espais escènics i musicals|Sala polivalent|,, Pl. de la Vila 1,,,,,1,,,8395,Sant Pol de Mar,82359,Maresme,937600451,,,468444250,4605453000,2.621334574,41.600157926,cultura@santpol.cat,http://www.santpol.cat,07/10/2024 07:31:49 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.6213346 41.60016)
27042487,Sala de la Concòrdia,Sala de la Concòrdia,Cultura|Altres espais aptes per a l'ús cultural|Sales d'actes|,, Pl. de la Vila 1,,,,,1,,,8160,Montmeló,81350,Vallès Oriental,935720000,,,437301280,4600260000,2.248188336,41.551548721,alcaldia@montmelo.cat,http://www.montmelo.cat,07/10/2024 07:33:15 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.2481883 41.551548)
27041554,Telecentre de Riba-roja d'Ebre,Telecentre de Riba-roja d'Ebre,Cultura|Altres espais aptes per a l'ús cultural|Telecentres|,, Pl. de la Vila 1,,,,,1,,,43790,Riba-roja d'Ebre,431251,Ribera d'Ebre,977416463,,,289500000,4569632500,0.487635237,41.250706387,telecentre-riba-roja@riberaebre.org,,07/10/2024 07:23:59 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (0.48763523 41.250706)
27044128,Sala d'Actes,Sala d'Actes,Cultura|Espais d'arts visuals|Espai d'arts visuals|,, Pl. de la Vila 1,,,,,1,,,43810,"Pla de Santa Maria, el",431080,Alt Camp,977630006,,,356878200,4580753500,1.288768523,41.365576636,aj.pla@altanet.org,,07/10/2024 07:24:11 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.2887685 41.365578)
27044252,Hotel d'entitats,Hotel d'entitats,Cultura|Altres espais aptes per a l'ús cultural|Hotel d'entitats|,, Pl. de la Vila 1,,,,,1,,,17160,Anglès,170084,Selva,972420058,,,470156700,4645104000,2.639890961,41.957353927,info@angles.cat,http://www.angles.cat,07/10/2024 07:35:46 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.639891 41.957355)
27042775,Sala d'Actes ,Sala d'Actes ,Cultura|Altres espais aptes per a l'ús cultural|Sales d'actes|,, Pl. de la Vila 1,,,,,1,,,25137,Corbins,250788,Segrià,973190117,,,308011880,4617996500,0.693011202,41.690601688,ajuntament@corbins.cat,http://www.corbins.cat,07/10/2024 07:34:36 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (0.6930112 41.6906)
27043172,Centre Cívic Jaume Via,Centre Cívic Jaume Via,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",, Pl. de la Vila 1,,,,,1,,,8735,Vilobí del Penedès,83041,Alt Penedès,938978144,,,388312340,4582940500,1.664095115,41.390245809,vilobi@diba.cat,http://www.vilobi.net,07/10/2024 07:28:59 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.6640952 41.390247)
27041509,Casal d'Avis,Casal d'Avis,Cultura|Altres espais aptes per a l'ús cultural|Llar de jubilats|,, Pl. de la Vila 1,,,,,1,,,25137,Corbins,250788,Segrià,973191007,,,308011880,4617996500,0.693011202,41.690601688,,,07/10/2024 07:25:19 AM,Gestio|Altres    |Titularitat|Pública   ,POINT (0.6930112 41.6906)
27044451,Centre Cívic de Viladamat,Centre Cívic de Viladamat,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",, Pl. de la Vila 1,,,,,1,,,17137,Viladamat,172174,Alt Empordà,972788082,,,506103880,4664514500,3.073856337,42.132717439,ajuntament@viladamat.cat,http://www.viladamat.cat,07/10/2024 07:29:30 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (3.0738564 42.132717)
27042473,Sala d'Actes de l'Ajuntament de Camprodon,Sala d'Actes de l'Ajuntament de Camprodon,Cultura|Altres espais aptes per a l'ús cultural|Sales d'actes|,, Pl. de la Vila 1,,,,,1,,,17867,Camprodon,170391,Ripollès,972740005,,,448083200,4684759500,2.370020027,42.313343579,registre@camprodon.cat,http://www.camprodon.cat,07/10/2024 07:34:55 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.37002 42.313343)
27042478,Centre Cívic Jaume Via,Centre Cívic Jaume Via,Cultura|Espais escènics i musicals|Sala polivalent|,, Pl. de la Vila 1,,,,,1,,,8735,Vilobí del Penedès,83041,Alt Penedès,938978980,,,388312340,4582940500,1.664095115,41.390245809,vilobi@diba.cat,http://www.vilobi.cat,07/10/2024 07:29:00 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.6640952 41.390247)
27041096,Servei d’Arxiu Municipal de Sant Quirze del Vallès,Servei d’Arxiu Municipal de Sant Quirze del Vallès,Cultura|Arxius||,, Pl. de la Vila 1,,,,,,,,8192,Sant Quirze del Vallès,82384,Vallès Occidental,937216800,,,423322530,4598331500,2.080835938,41.532962250,arxiumunicipal@santquirzevalles.cat,https://seu.santquirzevalles.cat/DetallContinguts/_Csc0skTygzMjrh_Wy1y8Y0uZ-78bbGj7,07/10/2024 07:28:05 AM,Titularitat|Administració local: municipal,POINT (2.0808358 41.532963)
27043031,Arxiu Municipal de Sentmenat,Arxiu Municipal de Sentmenat,Cultura|Arxius||,, Pl. de la Vila 1,,,,,,,,8181,Sentmenat,82671,Vallès Occidental,937153030,,,427974380,4606692000,2.135590011,41.608691726,smnt.arxiu@sentmenat.cat,http://www.sentmenat.cat/adreces-i-telefons/arxiu-municipal-1449823064.html,07/10/2024 07:31:43 AM,Titularitat|Administració local: municipal,POINT (2.13559 41.608692)
27043750,Arxiu Municipal de Sant Fost de Campsentelles,Arxiu Municipal de Sant Fost de Campsentelles,Cultura|Arxius||,, Pl. de la Vila 1,,,,,,,,8105,Sant Fost de Campsentelles,82093,Vallès Oriental,935796981,,,435994560,4596636000,2.232906735,41.518805334,ajuntament@santfost.cat,http://www.santfost.cat,07/10/2024 07:32:06 AM,Titularitat|Administració local: municipal,POINT (2.2329068 41.518806)
27043111,Arxiu Municipal de Sant Cugat del Vallès,Arxiu Municipal de Sant Cugat del Vallès,Cultura|Arxius||,, Pl. de la Vila 1,,,,,,,,8172,Sant Cugat del Vallès,82055,Vallès Occidental,935657000,,,423618940,4591412500,2.085266104,41.470676004,arxiu@santcugat.cat,https://www.santcugat.cat/web/arxiu,07/10/2024 07:27:14 AM,Titularitat|Administració local: municipal,POINT (2.085266 41.470676)
27041349,Arxiu Municipal de Santa Coloma de Gramenet,Arxiu Municipal de Santa Coloma de Gramenet,Cultura|Arxius||,, Pl. de la Vila 1,,,,,,,,8921,Santa Coloma de Gramenet,82457,Barcelonès,934624000,,,433841620,4589236000,2.207918635,41.451981402,delgadosr@gramenet.cat,https://www.gramenet.cat/es/ayuntamiento/areas-municipales/archivo/,07/10/2024 07:27:34 AM,Titularitat|Administració local: municipal,POINT (2.2079186 41.45198)
27040909,Arxiu Municipal de Palau-solità i Plegamans,Arxiu Municipal de Palau-solità i Plegamans,Cultura|Arxius||,, Pl. de la Vila 1,,,,,,,,8184,Palau-solità i Plegamans,81568,Vallès Occidental,938648056,,,431521220,4604314500,2.178424446,41.587591244,,,07/10/2024 07:21:40 AM,Titularitat|Administració local: municipal,POINT (2.1784244 41.587593)
27044933,Arxiu Municipal de Llinars del Vallès,Arxiu Municipal de Llinars del Vallès,Cultura|Arxius||,, Pl. de la Vila 1,,,,,,,,8450,Llinars del Vallès,81069,Vallès Oriental,938412750,,,450392250,4609891500,2.404354072,41.639217001,,,07/10/2024 07:22:10 AM,Titularitat|Administració local: municipal,POINT (2.404354 41.639217)
27042291,Arxiu Municipal de Sant Feliu de Llobregat,Arxiu Municipal de Sant Feliu de Llobregat,Cultura|Arxius||,, Pl. de la Vila 1,,,,,,,,8980,Sant Feliu de Llobregat,82114,Baix Llobregat,936858000,,,420179340,4581494500,2.045388413,41.381016434,,,07/10/2024 07:21:00 AM,Titularitat|Administració local: municipal,POINT (2.0453885 41.381016)
27041208,Hotel Entitats,Hotel Entitats,Cultura|Altres espais aptes per a l'ús cultural|Locals i espais polivalents|,, Pl. de la Vila 13,,,,,13,,,17165,"Cellera de Ter, la",171899,Selva,972421902,,,468583340,4646341500,2.620840074,41.968438391,administracio@lacelleradeter.cat,http://www.lacelleradeter.cat,07/10/2024 07:33:53 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.62084 41.968437)
27041107,la Sala,la Sala,Cultura|Altres espais aptes per a l'ús cultural||,, Pl. de la Vila 2,,,,,2,,,17144,Colomers,170558,Baix Empordà,,,,498980280,4659110500,2.987670920,42.084069436,,,07/10/2024 07:22:42 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.987671 42.08407)
27043633,Local Polivalent,Local Polivalent,Cultura|Altres espais aptes per a l'ús cultural|Locals i espais polivalents|,, Pl. de la Vila 2,,,,,2,,,8505,Santa Eulàlia de Riuprimer,82476,Osona,938830179,,,432660620,4640217500,2.188028487,41.911036286,,,07/10/2024 07:20:49 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.1880286 41.911037)
27042811,Can Ramis,Can Ramis,Cultura|Espais d'arts visuals|Sales d'exposicions|,, Pl. de la Vila 25,,,,,25,,,8470,Sant Celoni,82021,Vallès Oriental,938641213,,,457738220,4615465000,2.492160042,41.689839833,promocio.cultural@santceloni.cat,,07/10/2024 07:35:55 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.49216 41.68984)
27044335,Sala d'Exposicions,Sala d'Exposicions,Cultura|Espais d'arts visuals|Sales d'exposicions|,, Pl. de la Vila 3,,,,,3,,,17534,Queralbs,170433,Ripollès,972727361,,,431036060,4688824500,2.162696331,42.348626753,queralbs@ddgi.es,http://www.ddgi.es/queralbs,07/10/2024 07:34:33 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.1626964 42.348625)
27041438,Sala d'Exposicions Capella de Sant Antoni,Sala d'Exposicions Capella de Sant Antoni,Cultura|Espais d'arts visuals|Espai d'arts visuals|,, Pl. de la Vila 3,,,,,3,,,17257,Torroella de Montgrí,171997,Baix Empordà,972757301,,,510448200,4654333000,3.126240144,42.040971791,jreynes.casapastors@torroella-estartit.cat,http://www.torroella-estartit.cat,07/10/2024 07:30:54 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (3.1262403 42.040974)
27041743,Espai Casal d'Estiu,Espai Casal d'Estiu,Cultura|Altres espais aptes per a l'ús cultural|Altres|,, Pl. de la Vila 3,,,,,3,,,17534,Queralbs,170433,Ripollès,972727361,,,431036060,4688824500,2.162696331,42.348626753,queralbs@ddgi.es,http://www.ddgi.es/queralbs,07/10/2024 07:34:33 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.1626964 42.348625)
27045168,Casal de la Gent Gran Caliu El Dolmen,Casal de la Gent Gran Caliu El Dolmen,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",, Pl. de la Vila 4,,,,,4,,,8471,Vallgorguina,82943,Vallès Oriental,938678783,,,459246720,4610755000,2.510607722,41.647496192,,,07/10/2024 07:20:15 AM,Gestio|Altres    |Titularitat|Pública   ,POINT (2.5106077 41.647495)
27042795,Casa de Núria,Casa de Núria,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Casa de Cultura/casals|",, Pl. de la Vila 4,,,,,4,,,17534,Queralbs,170433,Ripollès,972727361,,,431036060,4688824500,2.162696331,42.348626753,queralbs@ddgi.es,http://www.ddgi.es/queralbs,07/10/2024 07:34:33 AM,Gestio|Altres    |Titularitat|Pública   ,POINT (2.1626964 42.348625)
27044727,Teatre Modern,Teatre Modern,Cultura|Espais escènics i musicals|Teatre|,, Pl. de la Vila 5,,,,,5,,,8820,"Prat de Llobregat, el",81691,Baix Llobregat,934782486,,,424098250,4575830500,2.092959173,41.330382581,besora@elprat.es,http://www.aj-elprat.cat,07/10/2024 07:35:53 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.0929592 41.330383)
27041050,Arxiu Municipal de Santa Perpètua de Mogoda,Arxiu Municipal de Santa Perpètua de Mogoda,Cultura|Arxius||,, Pl. de la Vila 5,,,,,,,,8130,Santa Perpètua de Mogoda,82606,Vallès Occidental,935743234,,,431883530,4598420500,2.183439404,41.534538260,arxiu@staperpetua.cat,http://www.staperpetua.cat/ser_gen/arxiu.htm,07/10/2024 07:31:32 AM,Titularitat|Administració local: municipal,POINT (2.1834395 41.53454)
27041369,Casal Sociocultural - Escoles Velles,Casal Sociocultural - Escoles Velles,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",, Pl. de la Vila 6,,,,,6,,,8459,Sant Antoni de Vilamajor,81982,Vallès Oriental,938452400,,,450221600,4613720000,2.401986268,41.673688581,st.antoni@diba.cat,http://www.santantonidevilamajor.cat,07/10/2024 07:32:14 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.4019864 41.673687)
27044543,Casal de Cultura,Casal de Cultura,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Casa de Cultura/casals|",, Pl. de la Vila 6,,,,,6,,,8470,Campins,80399,Vallès Oriental,938475030,,,455395120,4619319500,2.463716833,41.724428427,ajuntament@campins.cat,http://www.campins.cat/adreces-i-telefons/casal-de-cultura-antoni-tapies.ht,07/10/2024 07:34:56 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.4637167 41.72443)
27043079,Arxiu Municipal de Vilanova i la Geltrú,Arxiu Municipal de Vilanova i la Geltrú,Cultura|Arxius||,, Pl. de la Vila 8,,,,,,,,8800,Vilanova i la Geltrú,83073,Garraf,938140000,,,393216300,4564417000,1.725989286,41.224098047,,,07/10/2024 07:19:55 AM,Titularitat|Administració local: municipal,POINT (1.7259893 41.2241)
27044474,Espai Santa Eulàlia,Espai Santa Eulàlia,Cultura|Espais escènics i musicals|Sala polivalent|,, Pl. de la Vila 9,,,,,9,,,8680,Gironella,80924,Berguedà,938250033,,,407533160,4654104000,1.882908942,42.033542374,departamentcultura@diba.cat,https://www.gironella.cat,07/10/2024 07:27:36 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.8829089 42.033543)
384344,A.V. Ripoll-60,A.V. Ripoll-60,Tecnologia. Innovació|Punt TIC||,," Pl. De la Vila de Prada, 6",,,,,,,,17500,Ripoll,171479,Ripollès,972 70 21 20,,,433271299,4671532278,2.191823981,42.193099355,ripoll60@xarxaomnia.gencat.cat,,10/19/2023 09:55:55 AM,,POINT (2.191824 42.1931)
27045710,El Refugi,El Refugi,Cultura|Espais d'arts visuals||,, Pl. de la Vila s/n,,,,,s/n,,,8911,Badalona,80155,Barcelonès,934832820,,,437147750,4588987000,2.247523837,41.450004441,,,07/10/2024 07:23:27 AM,Titularitat|Pública   ,POINT (2.2475238 41.450005)
27045827,Centre Civic,Centre Civic,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",, Pl. de la Vila s/n,,,,,s/n,,,8795,Olesa de Bonesvalls,81461,Alt Penedès,938984008,,,403841280,4578454500,1.850510663,41.351852017,bonesvalls@diba.cat,http://www.olesadebonesvalls.net,07/10/2024 07:32:49 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.8505107 41.351852)
27043887,Arxiu Municipal de l’Ajuntament de Montgat,Arxiu Municipal de l’Ajuntament de Montgat,Cultura|Arxius||,, Pl. de la Vila s/n,,,,,,,,8390,Montgat,81265,Maresme,934694900,,,439796700,4590802500,2.279053914,41.466559356,,,07/10/2024 07:21:51 AM,Titularitat|Administració local: municipal,POINT (2.279054 41.46656)
27045077,Arxiu Municipal de Lliçà de Vall,Arxiu Municipal de Lliçà de Vall,Cultura|Arxius||,, Pl. de la Vila s/n,,,,,,,,8185,Lliçà de Vall,81081,Vallès Oriental,938439000,,,436610300,4604107000,2.239497338,41.586142457,bustova@llissadevall.cat,http://www.llissadevall.cat/arxiu-municipal,07/10/2024 07:33:39 AM,Titularitat|Administració local: municipal,POINT (2.2394974 41.586143)
27041562,Arxiu Municipal de Montmeló,Arxiu Municipal de Montmeló,Cultura|Arxius||,, Pl. de la Vila S/N,,,,,,,,8160,Montmeló,81350,Vallès Oriental,935720000,,,437301900,4600257500,2.248196031,41.551526253,arxiu@montmelo.cat,http://www.montmelo.cat,07/10/2024 07:33:15 AM,Titularitat|Administració local: municipal,POINT (2.2481961 41.551525)
27044553,Capella de Sant Joan,Capella de Sant Joan,Cultura|Espais d'arts visuals|Sales d'exposicions|,, Pl. de la Vila S/n s/n,,,,,s/n,,,8720,Vilafranca del Penedès,83054,Alt Penedès,938900459,,,391092440,4578034000,1.698220934,41.346442377,cultura@vilafranca.org,http://www.vilafranca.cat,07/10/2024 07:29:23 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.698221 41.346443)
27045238,Biblioteca Municipal Dolors Cabré,Biblioteca Municipal Dolors Cabré,Cultura|Biblioteques|Pública (Punt d'informació i lectura)|,," Pl. de la Vila,  1",,,,,1,,,43790,Riba-roja d'Ebre,431251,Ribera d'Ebre,977 41 64 63,,,289500000,4569630000,0.487636100,41.250683889,biblioteca@riba-roja.altanet.org,http://www.biblioebre.com,07/10/2024 07:35:28 AM,Gestio|Pública|Titularitat|Adm. local: ajuntament,POINT (0.4876361 41.250683)
27043325,Centre de Documentació del Parc del Garraf. Vilanova i la Geltrú,Centre de Documentació del Parc del Garraf. Vilanova i la Geltrú,Cultura|Biblioteques|Especialitzades|,," Pl. de la Vila,  13",,,,,13,,,8800,Vilanova i la Geltrú,83073,Garraf,93 893 20 39,,,393184000,4564445000,1.725599118,41.224345942,p.garraf.cdvilanova@diba.cat,,07/10/2024 07:19:55 AM,Gestio|Pública|Titularitat|Adm. local: ajuntament,POINT (1.7255992 41.224346)
27041649,Biblioteca Joan Oliva i Milà,Biblioteca Joan Oliva i Milà,Cultura|Biblioteques|Pública (Central comarcal / urbana)|,," Pl. de la Vila,  13",,,,,13,,,8800,Vilanova i la Geltrú,83073,Garraf,93 893 20 39,,,393184400,4564444000,1.725604064,41.224336989,b.vilanovag.jo@diba.cat,https://biblioteques.vilanova.cat/,07/10/2024 07:28:28 AM,Gestio|Pública|Titularitat|Adm. local: ajuntament,POINT (1.725604 41.22434)
27042980,Biblioteca Municipal Pompeu Fabra,Biblioteca Municipal Pompeu Fabra,Cultura|Biblioteques|Pública (Filial)|,," Pl. de la Vila,  4",,,,,4,,,17404,Riells i Viabrea,171463,Selva,972 16 05 66,,,463227220,4619397500,2.557874137,41.725531831,biblioteca@riellsiviabrea.cat,http://riellsiviabrea.cat/biblioteca,07/10/2024 07:36:01 AM,Gestio|Pública|Titularitat|Adm. local: ajuntament,POINT (2.5578742 41.725533)
27043324,Biblioteca Biblio@teneu,Biblioteca Biblio@teneu,Cultura|Biblioteques|Pública (Local)|,," Pl. de la Vila,  s/n",,,,,s/n,,,8105,Sant Fost de Campsentelles,82093,Vallès Oriental,93 579 69 81,,,435968000,4596629500,2.232589138,41.518744668,b.st.fost.b@diba.cat,https://bibliotecavirtual.diba.cat/sant-fost-de-campsentelles-biblioateneu,07/10/2024 07:28:31 AM,Gestio|Pública|Titularitat|Adm. local: ajuntament,POINT (2.2325892 41.518745)
547268,Ajuntament d'Olesa de Bonesvalls,Ajuntament d'Olesa de Bonesvalls,Administració pública|Ens locals|Ajuntaments|,," Pl. de la Vila, 1",,,,,,,,8795,Olesa de Bonesvalls,81461,Alt Penedès,93-8984008,,93-8984007,403841293,4578454530,1.850510814,41.351852288,bonesvalls@diba.cat,http://www.olesadebonesvalls.cat,07/17/2024 07:03:27 AM,,POINT (1.8505108 41.351852)
547447,Ajuntament de Sallent,Ajuntament de Sallent,Administració pública|Ens locals|Ajuntaments|,," Pl. de la Vila, 1",,,,,,,,8650,Sallent,81918,Bages,93-8370200,,93-8206160,408178284,4630849245,1.894323757,41.824206708,sallent@sallent.cat,http://www.sallent.cat,07/17/2024 07:03:17 AM,,POINT (1.8943237 41.824207)
546818,Ajuntament de Foixà,Ajuntament de Foixà,Administració pública|Ens locals|Ajuntaments|,," Pl. de la Vila, 1",,,,,,,,17132,Foixà,170681,Baix Empordà,972-769259,,972-767111,500052267,4653836554,3.000631471,42.036569917,ajuntament@foixa.cat,http://www.ddgi.es/foixa,07/17/2024 07:03:40 AM,,POINT (3.0006316 42.03657)
27042419,Museu Municipal Joan Pla i Gras,Museu Municipal Joan Pla i Gras,"Cultura|Museus, col·leccions i centres d'interpretació|Museus i col·leccions|",," Pl. de la Vila, 1",,,,,,,,8450,Llinars del Vallès,81069,Vallès Oriental,93 841 27 50 -,,,450392000,4609891000,2.404351111,41.639212482,cultura@llinarsdelvalles.cat,,07/10/2024 07:22:09 AM,Gestio|Patronat amb personalitat jurídica|Titularitat|Pública,POINT (2.404351 41.639214)
2579469,Escola Les Falgueres,Escola Les Falgueres,Educació. Formació|Educació primària (EPRI)||Educació. Formació|Educació infantil de 2n cicle (EINF2C)||,," pl. de la Vila, 1",,,,,,,,8495,Fogars de la Selva,80826,Selva,972874787,,972874787,472715000,4620390000,2.671894000,41.734850000,a8063931@xtec.cat,,06/12/2024 07:44:12 AM,Codi Territorial|Maresme - Vallès Oriental|Naturalesa|Públic|Titularitat|Departament d'Educació,POINT (2.671894 41.73485)
546632,Ajuntament de Puigdàlber,Ajuntament de Puigdàlber,Administració pública|Ens locals|Ajuntaments|,," Pl. de la Vila, 1",,,,,,,,8797,Puigdàlber,81748,Alt Penedès,93-8989077,,93-8989095,391392421,4584418819,1.700661840,41.403980284,puigdalber@diba.cat,http://www.puigdalber.cat,07/17/2024 07:03:20 AM,,POINT (1.7006619 41.40398)
2578465,Llar d'infants El Cargol,Llar d'infants El Cargol,Educació. Formació|Educació infantil de 1r cicle (EINF1C)||,," pl. de la Vila, 1 baixos",,,,,,,,8793,Avinyonet del Penedès,80137,Alt Penedès,938970443,,938970443,397912000,4579518000,1.779463000,41.360699000,a8058684@xtec.cat,,06/12/2024 07:47:14 AM,Codi Territorial|Penedès|Naturalesa|Públic|Titularitat|Corporacions Locals,POINT (1.779463 41.3607)
