"zref","name","name:ca","zCATEGORIA","amenity","admin_level","government","office","chamber","addr:street","nohousenumber","addr:housenumber","addr:floor","addr:door","addr:postcode","zPOBLACIO","zCODI_MUNICIPI","zCOMARCA","phone","fax","zUTMX","zUTMY","lon","lat","email","website","ZDATA_MODIFICACIO","ZPROPIETATS","ZGeoreferència"
1841223,"Oficina Municipal d'Informació al Consumidor de Sant Feliu de Llobregat","Oficina Municipal d'Informació al Consumidor de Sant Feliu de Llobregat","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça de Lluis Companys (Can Ricart)",,1,,,"08980","Sant Feliu de Llobregat",82114,"Baix Llobregat","+34-936858002","+34-936858010",420177120,4581538323,"2.045356100","41.381410900","omic@santfeliu.cat","https://www.santfeliu.cat/go.faces?xmid=23240&caseid=sf:9870","04/02/2024 07:01:28 AM","Horari|Horari d'atenció al públic: dimarts i dijous de 16 a 20h.
Es pot demanar cita prèvia a tramés del web municipal.
|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.045356 41.381413)"
1841214,"Oficina Municipal d'Informació al Consumidor de Palau-Solità i Plegamans","Oficina Municipal d'Informació al Consumidor de Palau-Solità i Plegamans","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça de la Vila",,1,,,"08184","Palau-solità i Plegamans",81568,"Vallès Occidental","+34-938648056","+34-938649259",431520508,4604314653,"2.178415887","41.587592560","omic@palauplegamans.cat","http://www.palauplegamans.cat/files/doc8457/50504-001-v4-formulari-de-consum-ple.pdf","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: Cal demanar cita prèvia|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.1784158 41.587593)"
1841235,"Oficina Municipal d'Informació al Consumidor de Valls","Oficina Municipal d'Informació al Consumidor de Valls","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça del Blat",,1,,,43800,"Valls",431613,"Alt Camp","+34-977636010","+34-977612872",353260079,4571794982,"1.247690608","41.284267298","mestilles@valls.cat","http://www.valls.cat","04/02/2024 07:01:28 AM","Horari|Horari d'atenció al públic:
De dilluns a divendres de 9 a 14h i dimarts i dijous de 17 a 19.30h.|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (1.2476906 41.284267)"
1841247,"Oficina Municipal d'Informació al Consumidor de La Garriga","Oficina Municipal d'Informació al Consumidor de La Garriga","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça de l'Església",,2,,,"08530","Garriga, la",80885,"Vallès Oriental","+34-930006246","930006246",440566039,4615055525,"2.285864000","41.685054900","oac@ajlagarriga.cat","http://www.lagarriga.cat","04/02/2024 07:01:28 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9 a 13h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.285864 41.685055)"
1841244,"Oficina Municipal d'Informació al Consumidor de Montornès del Vallès","Oficina Municipal d'Informació al Consumidor de Montornès del Vallès","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Avinguda de la Llibertat",,2,,,"08170","Montornès del Vallès",81363,"Vallès Oriental","+34-935721170","935721170",438888543,4599566459,"2.267290000","41.545425100","omic@montornes.cat","http://www.montornes.cat","04/02/2024 07:01:28 AM","Horari|Horari d'atenció al públic: dijous de forma alterna cada 15 dies, matí de 9.30 a 14.30, tarda15 a 19h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.26729 41.545425)"
1841236,"Oficina Municipal d'Informació al Consumidor de Viladecans","Oficina Municipal d'Informació al Consumidor de Viladecans","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer d'Àngel Guimerà",,2,,,"08840","Viladecans",83015,"Baix Llobregat","+34-936351900","936351900",417999845,4574317481,"2.020296007","41.316158364","omic@viladecans.cat","http://www.viladecans.cat","04/02/2024 07:01:28 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9 a 14h i dimarts de 16 a 18h.
|Funcions|- Gestionar les denúncies i acomplir les tasques d'inspecció en matèria de consum.<br>- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Iniciar procediments sancionadors de consum.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.020296 41.31616)"
1841189,"Oficina Municipal d'Informació al Consumidor de Castelldefels","Oficina Municipal d'Informació al Consumidor de Castelldefels","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça de Joan XXIII ",,2,,,"08860","Castelldefels",80569,"Baix Llobregat","+34-936651150","936651150",414603303,4570996330,"1.980187689","41.285894439","omic@castelldefels.org","http://www.castelldefels.org/omic","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: 
- dilluns: de 10 a 14h
- dimarts: d'11 a 13h
- dimecres i dijous : de 10 a 14h
Amb cita prèvia|Funcions|- Gestionar les denúncies i acomplir les tasques d'inspecció en matèria de consum.<br>- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Iniciar procediments sancionadors de consum.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (1.9801877 41.285896)"
1841212,"Oficina Municipal d'Informació al Consumidor de Premià de Dalt","Oficina Municipal d'Informació al Consumidor de Premià de Dalt","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça de la Vila ",,2,,,"08338","Premià de Dalt",82303,"Maresme","+34-936931590","936931590",445094925,4595297147,"2.342087547","41.507422240","prmd.ocupacio@premiadedalt.cat","http://www.premiadedalt.cat","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: dimarts i dimecres alterns de 17 a 20h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.3420875 41.507423)"
1841243,"Oficina Municipal d'Informació al Consumidor de Les Franqueses del Vallès","Oficina Municipal d'Informació al Consumidor de Les Franqueses del Vallès","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer de Ribes",,2,,,"08520","Franqueses del Vallès, les",80863,"Vallès Oriental","+34-938467676","938467676",441468219,4609637779,"2.297234200","41.636326700","omic@lesfranqueses.cat","http://www.lesfranqueses.cat","04/02/2024 07:01:28 AM","Horari|Horari d'atenció al públic:
Dimarts i dimecres de 10 a 13h|Funcions|- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.2972343 41.636326)"
1841237,"Oficina Municipal d'Informació al Consumidor de Vilafranca del Penedès","Oficina Municipal d'Informació al Consumidor de Vilafranca del Penedès","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer de Santa Maria ",,2,,,"08720","Vilafranca del Penedès",83054,"Alt Penedès","+34-938920358","938920358",391071701,4578057800,"1.697968830","41.346653900","omic@vilafranca.org","https://www.vilafranca.cat/jsp/tramits/detall.jsp?id=2392&idtema=0","04/02/2024 07:01:28 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9 a 14h.|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (1.6979688 41.346653)"
1841211,"Oficina Municipal d'Informació al Consumidor de Palamós","Oficina Municipal d'Informació al Consumidor de Palamós","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Passeig del Mar ",,2,,,17230,"Palamós",171181,"Baix Empordà","+34-972600500","972600500",510570312,4632875630,"3.127330447","41.847709356","omic@palamos.cat",,"04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: dilluns de 10 a 14.30h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (3.1273305 41.84771)"
1841203,"Oficina Municipal d'Informació al Consumidor de Lleida","Oficina Municipal d'Informació al Consumidor de Lleida","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Avinguda de Tortosa",,2,,,25005,"Lleida",251207,"Segrià","+34-973700424","973700424",303104006,4610176159,"0.636660000","41.619023700","omic.lleida@paeria.cat","http://www.paeria.es","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9 a 14h.|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (0.63666 41.619022)"
1841233,"Oficina Municipal d'Informació al Consumidor de Tordera","Oficina Municipal d'Informació al Consumidor de Tordera","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça de l'Esglèsia",,2,,,"08490","Tordera",82845,"Maresme","+34-937643717","+34-937643853",476593233,4616703863,"2.718679567","41.701776150","tordera@tordera.cat","http://www.tordera.cat","04/02/2024 07:01:28 AM","Horari|Horari d'atenció al públic: dilluns i dimecres de 10 a 14h.
Dilluns de 16.30 a 18.30h|Funcions|- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.7186797 41.701775)"
1841198,"Oficina Municipal d'Informació al Consumidor de Granollers","Oficina Municipal d'Informació al Consumidor de Granollers","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer del Portalet",,4,,,"08401","Granollers",80961,"Vallès Oriental","+34-938426635","938426635",440635840,4606472970,"2.287554756","41.607761109","omic@granollers.cat","http://www.granollers.cat/salut-i-consum/oficina-municipal-dinformacio-al-consumidor","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: de dilluns a dijous de 9.30 a 14h.
Aquesta oficina funciona únicament amb cita prèvia, que es podrà demanar trucant al telèfon de l'OMIC o bé enviant un correu electrònic a l'adreça omic@ajuntament.granollers.cat
Aquesta OMIC restarà tancada per vacances del 15 de juliol al 15 de'agost, ambdós inclosos|Funcions|- Gestionar les denúncies i acomplir les tasques d'inspecció en matèria de consum.<br>- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Iniciar procediments sancionadors de consum.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.2875547 41.60776)"
1841218,"Oficina Municipal d'Informació al Consumidor de Salou","Oficina Municipal d'Informació al Consumidor de Salou","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Passeig Trenta d'Octubre",,4,,,43840,"Salou",439057,"Tarragonès","+34-977309218","+34-977309220",343368142,4549534834,"1.135318802","41.081997396","omic@salou.cat","http://www.salou.cat","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic:
Cal demanar cita prèvia.
|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (1.1353188 41.081997)"
1841230,"Oficina Municipal d'Informació al Consumidor de Santa Perpètua de Mogoda","Oficina Municipal d'Informació al Consumidor de Santa Perpètua de Mogoda","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça de la Vila",,5,,,"08130","Santa Perpètua de Mogoda",82606,"Vallès Occidental","+34-935743234","935743234",431883527,4598420560,"2.183439361","41.534538800","omic@staperpetua.cat","http://www.staperpetua.cat/menu-principal/serveis/ciutadania-i-serveis-a-les-persones/consum","04/02/2024 07:01:28 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9.30 a 13.30h|Funcions|- Gestionar les denúncies i acomplir les tasques d'inspecció en matèria de consum.<br>- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.1834393 41.53454)"
1841208,"Oficina Municipal d'Informació al Consumidor de Montcada i Reixac","Oficina Municipal d'Informació al Consumidor de Montcada i Reixac","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Avinguda de la Unitat",,6,,,"08110","Montcada i Reixac",81252,"Vallès Occidental","+34-678031766","678031766",432152836,4592311579,"2.187355774","41.479540928","omic@montcada.org","http://www.montcada.cat","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9 a 14h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.1873558 41.47954)"
1841221,"Servei Municipal de Consum de Sant Celoni","Servei Municipal de Consum de Sant Celoni","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça de Josep Alfaràs",,6,,,"08470","Sant Celoni",82021,"Vallès Oriental","+34-938641212","938641212",457959881,4615642641,"2.494811020","41.691451548","salut.comunitaria@santceloni.cat","http://www.santceloni.cat","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: dilluns i divendres de 9 a 14h.
Cal demanar cita prèvia.|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.494811 41.691452)"
1841302,"Oficina Municipal d'Informació al Consumidor d'Igualada","Oficina Municipal d'Informació al Consumidor d'Igualada","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer de Sant Martí de Tous",,6,,,"08700","Igualada",81022,"Anoia","+34-938031950(","938031950(",384794351,4604930445,"1.617824636","41.587765883","consum@anoia.cat","http://www.igualada.net","04/02/2024 07:01:27 AM","Horari|Horari d'atenció al públic: dilluns, dimecres i dijous de 9 a 12h. Divendres de 9 a 11h.
|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (1.6178247 41.587765)"
1841269,"Oficina Municipal d'Informació al Consumidor de Canovelles","Oficina Municipal d'Informació al Consumidor de Canovelles","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer de Gregorio Marañon",,7,,,"08420","Canovelles",80410,"Vallès Oriental","+34-938463990","938463990",440375772,4608524002,"2.284229620","41.626214481","omic@canovelles.cat","http://www.canovelles.cat","04/02/2024 07:01:27 AM","Horari|- Horari d'atenció presencial: els dijous amb hores concertades.
- Horari de consultes: de dilluns a divendres de 10 a 13h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.2842295 41.626213)"
1841186,"Oficina Municipal d'Informació al Consumidor de Caldes de Montbui","Oficina Municipal d'Informació al Consumidor de Caldes de Montbui","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer de Font i Boet",,7,,,"08140","Caldes de Montbui",80333,"Vallès Oriental","+34-938654530","938654530",430303940,4609243531,"2.163248111","41.631878392","info@omiccaldesdemontbui.cat","http://www.calella.cat/adreces-i-telefons/oficina-municipal-d-informacio-al-consumidor","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: 
- dimarts i dimecres de 9 a 14h i de 17 a 19h
- dijous de 9 a 14h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.163248 41.631878)"
1841278,"Oficina Municipal d'Informació al Consumidor de Manlleu","Oficina Municipal d'Informació al Consumidor de Manlleu","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer d'Enric Delaris",,7,,,"08560","Manlleu",81120,"Osona","+34-938510848","+34-938506452",440629149,4650045254,"2.283113224","42.000184544","omic@manlleu.cat","http://www.manlleu.cat","04/02/2024 07:01:27 AM","Horari|Horari d'atenció al públic: dimarts d'11.30 a 13.30h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.2831132 42.000183)"
1841224,"Oficina Municipal d'Informació al Consumidor de Sant Joan Despí","Oficina Municipal d'Informació al Consumidor de Sant Joan Despí","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer de John F. Kennedy",,8,,,"08970","Sant Joan Despí",82172,"Baix Llobregat","+34-934808050","934808050",422606390,4579971179,"2.074605400","41.367533800","omic@sjdespi.net","http://sjdespi.net/wca/la-ciutat-temes/sanitat-i-consum/omic","04/02/2024 07:01:28 AM","Horari|Horari d'atenció al públic: dimarts i divendres de 10 a 13.30h|Funcions|- Gestionar les denúncies i acomplir les tasques d'inspecció en matèria de consum.<br>- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Iniciar procediments sancionadors de consum.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.0746055 41.367535)"
11426202,"Oficina Municipal d'Informació al Consumidor de Palafolls","Oficina Municipal d'Informació al Consumidor de Palafolls","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça Major",,8,,,"08389","Palafolls",81555,"Maresme","+34-937620043","937620043",479126463,4612847736,"2.749260446","41.667114211","plf.omic@palafolls.cat","http://www.palafolls.cat","04/02/2024 07:01:26 AM","Horari|Horari d'atenció al públic: de 9 a 13h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.7492604 41.667114)"
1841311,"Oficina Municipal d'Informació al Consumidor de Sant Esteve Sesrovires","Oficina Municipal d'Informació al Consumidor de Sant Esteve Sesrovires","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer Major",,8,,,"08635","Sant Esteve Sesrovires",82080,"Baix Llobregat","+34-937713017","937713017",406041189,4594124052,"1.874369070","41.493229096","ses.consum@sesrovires.cat","http://www.sesrovires.cat","04/02/2024 07:01:26 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 8.30 a 14h. Dijous de 16.30 a 18.30h
Horari d'estiu: només matí|Funcions|- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (1.874369 41.49323)"
1841280,"Oficina Municipal d'Informació al Consumidor d'Esparreguera","Oficina Municipal d'Informació al Consumidor d'Esparreguera","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Via del Mil·lenari",,8,,,"08292","Esparreguera",80765,"Baix Llobregat","+34-937771801","+34-937775904",405862057,4599357207,"1.871404954","41.540336186","consum@esparreguera.cat","http://www.esparreguera.cat/consum","04/02/2024 07:01:27 AM","Horari|Horari d'atenció al públci: dilluns i dimecres de 9 a 13h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (1.871405 41.540337)"
1841238,"Oficina Municipal d'Informació al Consumidor de Vilanova i La Geltrú","Oficina Municipal d'Informació al Consumidor de Vilanova i La Geltrú","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça de la Vila",,10,,,"08800","Vilanova i la Geltrú",83073,"Garraf","+34-938935555","938935555",393195207,4564406407,"1.725739543","41.223999866","omic@vilanova.cat","http://www.vilanova.cat","04/02/2024 07:01:28 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9.30 a 14h.|Funcions|- Gestionar les denúncies i acomplir les tasques d'inspecció en matèria de consum.<br>- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (1.7257396 41.224)"
1841277,"Oficina Municipal d'Informació al Consumidor de Castellbisbal","Oficina Municipal d'Informació al Consumidor de Castellbisbal","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer Major",,11,,,"08755","Castellbisbal",80543,"Vallès Occidental","+34-937720055","937720055",414878006,4592028526,"1.980513494","41.475343972","consum@castellbisbal.cat","http://www.castellbisbal.cat","04/02/2024 07:01:27 AM","Horari|Horari d'atenció al públic: dijous de 8 a 14.30h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (1.9805135 41.475346)"
1841219,"Oficina Municipal d'Informació al Consumidor de Sant Adrià de Besòs","Oficina Municipal d'Informació al Consumidor de Sant Adrià de Besòs","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça de la Vila",,12,,,"08930","Sant Adrià de Besòs",81944,"Barcelonès","+34-933812004","933812004",434661590,4586797449,"2.217998568","41.430085262","omic@sant-adria.net","http://www.sant-adria.net","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9 a 14h.|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.2179985 41.430084)"
1841228,"Oficina Municipal d'Informació al Consumidor de Sitges","Oficina Municipal d'Informació al Consumidor de Sitges","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer Nou",,12,,,"08870","Sitges",82704,"Garraf","+34-938114804","+34-938114824",400350425,4565559489,"1.810900200","41.235297400","omic@sitges.cat","http://www.sitges.cat","04/02/2024 07:01:28 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 8.30 a 14.30h
|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (1.8109002 41.2353)"
1841192,"Oficina Municipal d'Informació al Consumidor de Cubelles","Oficina Municipal d'Informació al Consumidor de Cubelles","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Passeig de Narcís Bardají",,12,,,"08880","Cubelles",80749,"Garraf","+34-938951125","+34-938956316",388751891,4562674830,"1.673056056","41.207807423","consum@cubelles.org","http://www.cubelles.cat","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: dilluns, dimecres i divendres de 10 a 13h.|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (1.673056 41.207806)"
1841194,"Oficina Municipal d'Informació al Consumidor de El Prat de Llobregat","Oficina Municipal d'Informació al Consumidor de El Prat de Llobregat","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer Major",,23,0,,"08820","Prat de Llobregat, el",81691,"Baix Llobregat","+34-933790050","933790050",424073872,4575599882,"2.092696700","41.328303200","omic@elprat.cat","http://www.elprat.cat","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: 
- Presencial: de 9 a 13.30h
|Funcions|- Gestionar les denúncies i acomplir les tasques d'inspecció en matèria de consum.<br>- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.0926967 41.328304)"
