"z_NO_OSM","zref","name","name:ca","zCATEGORIA","amenity","community_centre:for","admin_level","government","office","chamber","addr:street","nohousenumber","addr:housenumber","addr:floor","addr:door","addr:postcode","zPOBLACIO","zCODI_MUNICIPI","zCOMARCA","phone","fax","zUTMX","zUTMY","lon","lat","email","website","ZDATA_MODIFICACIO","ZPROPIETATS","ZGeoreferència"
,27045204,"Arxiu Històric Municipal del Masnou","Arxiu Històric Municipal del Masnou","Cultura|Arxius||","archive",,,,,,"Carrer de Sant Francesc d'Assís ",,28,,,"08320","Masnou, el",81189,"Maresme","+34-935571829","935571829",442925880,4592160000,"2.316395367","41.479014905","arxiu@elmasnou.cat","https://www.elmasnou.cat/arxiu","07/10/2024 07:27:43 AM","Titularitat|Administració local: municipal","POINT (2.3163953 41.479015)"
,27041568,"Arxiu Municipal de Roses","Arxiu Municipal de Roses","Cultura|Arxius||","archive",,,,,,"Carrer de la Mainada",,28,,,17480,"Roses",171523,"Alt Empordà","+34-972151486","972151486",514439250,4679311500,"3.175080652","42.265874591","amr@roses.cat","https://www.roses.cat/la-vila/arxiu-municipal","07/10/2024 07:27:19 AM","Titularitat|Administració local: municipal","POINT (3.1750805 42.265873)"
,27043384,"Arxiu Comarcal del Pla d'Urgell","Arxiu Comarcal del Pla d'Urgell","Cultura|Arxius||","archive",,,,,,"Carrer del Tossal Blanc",,28,,,25230,"Mollerussa",251370,"Pla d'Urgell","+34-973712074","973712074",323788720,4609728500,"0.884897749","41.619829569","acplaurgell@gencat.cat","http://cultura.gencat.cat/arxius/acpu","07/10/2024 07:36:22 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (0.88489777 41.61983)"
,27040745,"Arxiu General de la Diputació de Tarragona","Arxiu General de la Diputació de Tarragona","Cultura|Arxius||","archive",,,,,,"Carrer de Vila-Seca",,28,,,43110,"Canonja, la",439076,"Tarragonès","+34-977547662","977547662",347338470,4553194000,"1.181653316","41.115697921","arxiu@dipta.cat","http://www.dipta.cat/ca/serveis/arxiu","07/10/2024 07:34:32 AM","Titularitat|Administració local: diputació provincial","POINT (1.1816533 41.1157)"
,27044362,"Arxiu Municipal de Valls","Arxiu Municipal de Valls","Cultura|Arxius||","archive",,,,,,"Carrer de la Creu de Cames",,28,,,43800,"Valls",431613,"Alt Camp","+34-977604007","977604007",353185220,4572386500,"1.246654463","41.289579460","arxiu@valls.cat","http://www.ajvalls.org/default.asp?carpeta=arxiu&web=arxiu","07/10/2024 07:35:51 AM","Titularitat|Administració local: municipal","POINT (1.2466545 41.28958)"
,27041239,"Arxiu Universitat Abat Oliba CEU","Arxiu Universitat Abat Oliba CEU","Cultura|Arxius||","archive",,,,,,"Carrer de Bellesguard",,30,,,"08022","Barcelona",80193,"Barcelonès","+34-932540900","932540900",426971060,4584629000,"2.126226186","41.409892648","fcasado@uao.es","https://www.uaoceu.es/biblioteca","07/10/2024 07:27:01 AM","Titularitat|Corporacions i entitats oficials: universitari","POINT (2.1262262 41.409893)"
,27042656,"Arxiu Històric de Tarragona","Arxiu Històric de Tarragona","Cultura|Arxius||","archive",,,,,,"Rambla Vella",,30,,,43003,"Tarragona",431482,"Tarragonès","+34-977251010","977251010",353350600,4553237000,"1.253220861","41.117192897","aht.cultura@gencat.cat","http://cultura.gencat.cat/arxius/aht","07/10/2024 07:36:19 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (1.2532209 41.11719)"
,27043201,"Arxiu Comarcal del Baix Penedès","Arxiu Comarcal del Baix Penedès","Cultura|Arxius||","archive",,,,,,"Camí de Tomoví",,30,,,43700,"Vendrell, el",431634,"Baix Penedès","+34-977667396","977667396",377429900,4564809500,"1.537621739","41.225395017","acbaixpenedes.cultura@gencat.cat","http://cultura.gencat.cat/arxius/acbp","07/10/2024 07:36:24 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (1.5376217 41.225395)"
,27041015,"Arxiu Municipal de Mataró","Arxiu Municipal de Mataró","Cultura|Arxius||","archive",,,,,,"Carrer del Palau",,32,,,"08301","Mataró",81213,"Maresme","+34-937582148","937582148",453794380,4598850000,"2.446052749","41.539971827","arxiumpal@ajmataro.cat","https://www.mataro.cat/","07/10/2024 07:27:29 AM","Titularitat|Administració local: municipal","POINT (2.4460528 41.53997)"
,27045597,"Arxiu Comarcal del Maresme","Arxiu Comarcal del Maresme","Cultura|Arxius||","archive",,,,,,"Carrer d'en Palau",,32,,,"08301","Mataró",81213,"Maresme","+34-937582459","937582459",453794380,4598850000,"2.446052749","41.539971827","acmaresme.cultura@gencat.cat","http://cultura.gencat.cat/arxius/acm","07/10/2024 07:36:23 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (2.4460528 41.53997)"
,27045820,"Arxiu Històric de Sabadell","Arxiu Històric de Sabadell","Cultura|Arxius||","archive",,,,,,"Carrer de la Indústria",,34,,,"08202","Sabadell",81878,"Vallès Occidental","+34-937268777","937268777",426030780,4599897500,"2.113104337","41.547321021","ahs@ajsabadell.cat","http://ca.sabadell.cat/Ahs/p/portada_cat.asp","07/10/2024 07:36:28 AM","Titularitat|Administració local: municipal","POINT (2.1131043 41.54732)"
,27040965,"Arxiu Municipal de l'Escala","Arxiu Municipal de l'Escala","Cultura|Arxius||","archive",,,,,,"Carrer del Pintor Joan Massanet",,34,,,17130,"Escala, l'",170622,"Alt Empordà","+34-972774848","972774848",510940280,4663652000,"3.132360003","42.124896793","museu@lescala.cat","http://www.lescala.cat/es/","07/10/2024 07:33:45 AM","Titularitat|Administració local: municipal","POINT (3.13236 42.124897)"
,27041199,"Arxiu Històric Diocesà de Sant Feliu de Llobregat","Arxiu Històric Diocesà de Sant Feliu de Llobregat","Cultura|Arxius||","archive",,,,,,"Carrer de les Armenteres",,35,,,"08980","Sant Feliu de Llobregat",82114,"Baix Llobregat","+34-936327630","936327630",420147400,4581034500,"2.045067087","41.376870325",,,"07/10/2024 07:21:00 AM","Titularitat|Església catòlica: diocesà","POINT (2.045067 41.37687)"
,27045427,"Arxiu Històric Municipal de Calella","Arxiu Històric Municipal de Calella","Cultura|Arxius||","archive",,,,,,"Carrer de Francesc Bartrina",,35,,,"08370","Calella",80351,"Maresme","+34-937663030","937663030",471485200,4606863500,"2.657757837","41.612976873","arxiumunicipal@calella.cat",,"07/10/2024 07:22:57 AM","Titularitat|Administració local: municipal","POINT (2.6577578 41.612976)"
,27043004,"Arxiu Central dels Jutjats de Ripoll","Arxiu Central dels Jutjats de Ripoll","Cultura|Arxius||","archive",,,,,,"Carretera de Barcelona ",,35,,,17500,"Ripoll",171479,"Ripollès","+34-972700099","972700099",433383840,4671545000,"2.193185419","42.193223518","arxiu.ripoll@xij.gencat.cat",,"07/10/2024 07:21:17 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (2.1931853 42.193222)"
,27041673,"Arxiu Central dels Jutjats de Valls","Arxiu Central dels Jutjats de Valls","Cultura|Arxius||","archive",,,,,,"Carretera del Pla ",,35,,,43800,"Valls",431613,"Alt Camp","+34-977924229","977924229",353702380,4572271500,"1.252855556","41.288637935","arxiu.valls@xij.gencat.cat",,"07/10/2024 07:20:09 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (1.2528555 41.28864)"
,27040996,"Arxiu Central de l'Institut Municipal de l'Habitatge i Rehabilitació de Barcelona","Arxiu Central de l'Institut Municipal de l'Habitatge i Rehabilitació de Barcelona","Cultura|Arxius||","archive",,,,,,"Carrer del Doctor Aiguader",,36,,,"08003","Barcelona",80193,"Barcelonès","+34-932918517","932918517",432197100,4581608500,"2.189086482","41.383145714","arxiu@imhab.cat","https://ajuntament.barcelona.cat/arxiumunicipal/ca/arxius-centrals","07/10/2024 07:28:45 AM","Titularitat|Administració local: municipal","POINT (2.1890864 41.383144)"
,27045464,"Arxiu Central  dels Jutjats de Sabadell","Arxiu Central  dels Jutjats de Sabadell","Cultura|Arxius||","archive",,,,,,"Avinguda de Francesc Macià ",,36,,,"08202","Sabadell",81878,"Vallès Occidental","+34-937458120","937458120",424804720,4600510500,"2.098328819","41.552727544","arxiu.sabadell@xij.gencat.cat","http://justicia.gencat.cat/ca/ambits/administracio-de-justicia/arxius-biblioteques-i-diposits-judicials/arxius/","07/10/2024 07:36:13 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (2.0983288 41.552727)"
,27041508,"Arxiu Municipal del Districte de l'Eixample","Arxiu Municipal del Districte de l'Eixample","Cultura|Arxius||","archive",,,,,,"Carrer de Calàbria",,38,,,"08015","Barcelona",80193,"Barcelonès","+34-932916228","932916228",429695120,4580910500,"2.159247150","41.376644309","amde@bcn.cat","http://ajuntament.barcelona.cat/arxiumunicipal/leixample","07/10/2024 07:36:40 AM","Titularitat|Administració local: municipal","POINT (2.1592472 41.376644)"
,27041007,"Arxiu Municipal d'Esplugues de Llobregat","Arxiu Municipal d'Esplugues de Llobregat","Cultura|Arxius||","archive",,,,,,"Carrer d'Àngel Guimerà",,38," 1er.",,"08950","Esplugues de Llobregat",80771,"Baix Llobregat","+34-933713350","933713350",423212970,4580758500,"2.081757660","41.374682897","mplanell@esplugues.cat","http://www.esplugues.cat","07/10/2024 07:34:25 AM","Titularitat|Administració local: municipal","POINT (2.0817575 41.374683)"
,27044030,"Arxiu Central dels Jutjats de Tremp","Arxiu Central dels Jutjats de Tremp","Cultura|Arxius||","archive",,,,,,"Passeig del Pare Manyanet",,38,,,25620,"Tremp",252347,"Pallars Jussà","+34-973700279","973700279",326055250,4670541500,"0.894174607","42.167691915","arxiu.tremp@xij.gencat.cat",,"07/10/2024 07:20:20 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (0.89417464 42.16769)"
,27044051,"Arxiu Comarcal del Bages","Arxiu Comarcal del Bages","Cultura|Arxius||","archive",,,,,,"Via de Sant Ignasi",,40,,,"08241","Manresa",81136,"Bages","+34-938736525","938736525",402660220,4619880500,"1.829687886","41.724772904","acbages.cultura@gencat.cat","http://cultura.gencat.cat/arxius/acbg","07/10/2024 07:36:24 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (1.8296878 41.724773)"
,27042257,"Arxiu Zerkowitz","Arxiu Zerkowitz","Cultura|Arxius||","archive",,,,,,"Carrer d'Arenys",,41,,,"08035","Barcelona",80193,"Barcelonès","+34-932112250","932112250",428421300,4585975500,"2.143416755","41.422150462","archivozerkowitz@gmail.com","http://www.zerkowitz.es","07/10/2024 07:28:51 AM","Titularitat|Privats: altres","POINT (2.1434166 41.42215)"
,27042930,"Arxiu Municipal de Sant Joan Despí","Arxiu Municipal de Sant Joan Despí","Cultura|Arxius||","archive",,,,,,"Avinguda de Barcelona",,41,,,"08970","Sant Joan Despí",82172,"Baix Llobregat","+34-934770051","934770051",422000780,4580008500,"2.067360243","41.367811478","rsanzs@sjdespi.net","http://www.sjdespi.com","07/10/2024 07:31:35 AM","Titularitat|Administració local: municipal","POINT (2.0673602 41.367813)"
,27043641,"Arxiu Central dels Jutjats de Puigcerdà","Arxiu Central dels Jutjats de Puigcerdà","Cultura|Arxius||","archive",,,,,,"Ronda de Maragall",,42,,,17520,"Puigcerdà",171411,"Cerdanya","+34-972884503","972884503",412200800,4698381000,"1.932591184","42.432780343","arxiu.puigcerda@xij.gencat.cat",,"07/10/2024 07:21:25 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (1.9325912 42.43278)"
,27044583,"Arxiu Municipal de Martorell","Arxiu Municipal de Martorell","Cultura|Arxius||","archive",,,,,,"Carrer del Mur",,43,,,"08760","Martorell",81141,"Baix Llobregat","+34-937740421","937740421",410671800,4591899000,"1.930164154","41.473719984","arxiu@martorell.cat","https://www.martorell.cat/","07/10/2024 07:27:30 AM","Titularitat|Administració local: municipal","POINT (1.9301641 41.47372)"
,27041175,"Arxiu Històric d'Hostalric","Arxiu Històric d'Hostalric","Cultura|Arxius||","archive",,,,,,"Carrer del Raval",,45,,,17450,"Hostalric",170834,"Selva","+34-972864011","972864011",470178780,4621614000,"2.641341204","41.745786817","arxiu@hostalric.cat",,"07/10/2024 07:22:21 AM","Titularitat|Administració local: municipal","POINT (2.6413412 41.74579)"
,27042750,"Arxiu Central Administratiu de l'Agència Tributària de Catalunya","Arxiu Central Administratiu de l'Agència Tributària de Catalunya","Cultura|Arxius||","archive",,,,,,"Passeig de la Zona Franca",,46,,,"08038","Barcelona",80193,"Barcelonès","+34-935515213","935515213",428405560,4578358000,"2.144128683","41.353541114","arxiu@atc.cat","https://cultura.gencat.cat/ca/temes/arxius-i-gestio-documental/gestio-documental/gdgencat/aca/ensiorg/aatc/","07/10/2024 07:28:22 AM","Titularitat|Generalitat de Catalunya: central administratiu de departament","POINT (2.1441288 41.353542)"
,27044996,"Arxiu de l'Institut d'Estudis Catalans","Arxiu de l'Institut d'Estudis Catalans","Cultura|Arxius||","archive",,,,,,"Carrer del Carme",,47,,,"08001","Barcelona",80193,"Barcelonès","+34-932701620","932701620",430512250,4581441000,"2.168957121","41.381493336","arxiu@iec.cat","http://www.iec.cat/arxiu/","07/10/2024 07:33:57 AM","Titularitat|Corporacions i entitats oficials: acadèmia","POINT (2.1689572 41.381493)"
,27044146,"Arxiu de la Fundació Mercè Rodoreda","Arxiu de la Fundació Mercè Rodoreda","Cultura|Arxius||","archive",,,,,,"Carrer del Carme",,47,,,"08001","Barcelona",80193,"Barcelonès","+34-932701620","932701620",430512250,4581441000,"2.168957121","41.381493336","arxiu@iec.cat","http://www.mercerodoreda.cat/arxiu.php","07/10/2024 07:33:27 AM","Titularitat|Privat: entitats, associacions, fundacions","POINT (2.1689572 41.381493)"
,27045843,"Arxiu del Col·legi de Metges de Barcelona","Arxiu del Col·legi de Metges de Barcelona","Cultura|Arxius||","archive",,,,,,"Passeig de la Bonanova",,47,,,"08017","Barcelona",80193,"Barcelonès","+34-935678888","935678888",427223600,4583995000,"2.129323671","41.404205396","sfajula@comb.cat","http://www.comb.cat","07/10/2024 07:34:38 AM","Titularitat|Corporacions i entitats oficials: col.legi professional","POINT (2.1293237 41.404205)"
,27044286,"Arxiu de l'Associació Cultural Montcada","Arxiu de l'Associació Cultural Montcada","Cultura|Arxius||","archive",,,,,,"Carrer Major",,47,,,"08110","Montcada i Reixac",81252,"Vallès Occidental","+34-935751103","935751103",432173060,4592890000,"2.187532913","41.484752232","associacio@aculturalmontcada.org","https://aculturalmontcada.org","07/10/2024 07:28:47 AM","Titularitat|Privat: entitats, associacions, fundacions","POINT (2.187533 41.484753)"
,27041561,"Arxiu Diocesà de Terrassa","Arxiu Diocesà de Terrassa","Cultura|Arxius||","archive",,,,,,"Carrer de Vinyals",,47,,,"08221","Terrassa",82798,"Vallès Occidental","+34-937337120","937337120",417304340,4601350500,"2.008288025","41.559552252",,,"07/10/2024 07:20:35 AM","Titularitat|Església catòlica: diocesà","POINT (2.008288 41.55955)"
,27045140,"Arxiu Central dels Jutjats de Blanes","Arxiu Central dels Jutjats de Blanes","Cultura|Arxius||","archive",,,,,,"Carrer del Ter",,51,,,17300,"Blanes",170237,"Selva","+34-972944908","972944908",481949800,4613857000,"2.783144507","41.676273754","arxiu.blanes@xij.gencat.cat",,"07/10/2024 07:23:02 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (2.7831445 41.676273)"
,27044076,"Arxiu del Monestir de Sant Pere de les Puel·les","Arxiu del Monestir de Sant Pere de les Puel·les","Cultura|Arxius||","archive",,,,,,"Carrer d'Anglí",,55,,,"08017","Barcelona",80193,"Barcelonès","+34-932038915","932038915",426708280,4583850500,"2.123176714","41.402857135","acub.mbc@gmail.com","http://www.federaciobenedictines.cat","07/10/2024 07:34:23 AM","Titularitat|Església catolica: monàstics, conventuals i de congregacions","POINT (2.1231768 41.40286)"
,27041419,"Arxiu Central de la Sala Contenciosa Administrativa del Tribunal Superior de Justícia de Catalunya","Arxiu Central de la Sala Contenciosa Administrativa del Tribunal Superior de Justícia de Catalunya","Cultura|Arxius||","archive",,,,,,"Via Laietana ",,56,,,"08003","Barcelona",80193,"Barcelonès","+34-933440016","933440016",430938100,4582125500,"2.173971567","41.387695087","arxiu.salacontenciosa.tsjcat@xij.gencat.cat",,"07/10/2024 07:23:22 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (2.1739717 41.387695)"
,27043441,"Arxiu Central Administratiu del Departament d'Economia i Hisenda","Arxiu Central Administratiu del Departament d'Economia i Hisenda","Cultura|Arxius||","archive",,,,,,"Carrer del Foc",,57,,,"08038","Barcelona",80193,"Barcelonès","+34-933162172","933162172",428031200,4578559000,"2.139630063","41.355318087","arxiu.central.eco@gencat.cat","http://eif.intranet/intranet_def/index.html","07/10/2024 07:36:16 AM","Titularitat|Generalitat de Catalunya: central administratiu de departament","POINT (2.13963 41.35532)"
,27041228,"Arxiu Municipal de l'Hospitalet de Llobregat","Arxiu Municipal de l'Hospitalet de Llobregat","Cultura|Arxius||","archive",,,,,,"Carrer del Cobalt",,57,,,"08907","Hospitalet de Llobregat, l'",81017,"Barcelonès","+34-934032910","934032910",425641120,4579002000,"2.111006176","41.359090866","arxiu@l-h.cat","http://www.l-h.es/webs/arxiumunicipal/inici.aspx","07/10/2024 07:33:42 AM","Titularitat|Administració local: municipal","POINT (2.1110063 41.359093)"
,27045338,"Arxiu Municipal de Santa Margarida de Montbui","Arxiu Municipal de Santa Margarida de Montbui","Cultura|Arxius||","archive",,,,,,"Carretera de Valls ",,57,,,"08710","Santa Margarida de Montbui",82508,"Anoia","+34-938034735","938034735",384006100,4603501000,"1.608646670","41.574780144",,,"07/10/2024 07:20:49 AM","Titularitat|Administració local: municipal","POINT (1.6086466 41.57478)"
,27045235,"Arxiu Central Administratiu del Departament de Justícia, Drets i Memòria","Arxiu Central Administratiu del Departament de Justícia, Drets i Memòria","Cultura|Arxius||","archive",,,,,,"Carrer del Foc",,57,,,"08038","Barcelona",80193,"Barcelonès","+34-938573606","938573606",428031200,4578559000,"2.139630063","41.355318087","arxiu.central.dj@gencat.cat",,"07/10/2024 07:23:23 AM","Titularitat|Generalitat de Catalunya: central administratiu de departament","POINT (2.13963 41.35532)"
,27042890,"Arxiu Central Administratiu del Districte Administratiu","Arxiu Central Administratiu del Districte Administratiu","Cultura|Arxius||","archive",,,,,,"Carrer del Foc",,57,,,"08007","Barcelona",80193,"Barcelonès","+34-938573608","938573608",428031200,4578559000,"2.139630063","41.355318087","arxiu.districteadministratiu@gencat.cat",,"07/10/2024 07:23:22 AM","Titularitat|Generalitat de Catalunya: central administratiu de departament","POINT (2.13963 41.35532)"
,27040901,"Arxiu Central Administratiu del Departament d'igualtat i Feminismes","Arxiu Central Administratiu del Departament d'igualtat i Feminismes","Cultura|Arxius||","archive",,,,,,"Carrer del Foc",,57,,,"08038","Barcelona",80193,"Barcelonès","+34-938839625","938839625",428031200,4578559000,"2.139630063","41.355318087","arxiucentral.igualtat@gencat.cat",,"07/10/2024 07:23:23 AM","Titularitat|Generalitat de Catalunya: central administratiu de departament","POINT (2.13963 41.35532)"
,27045539,"Arxiu Comarcal de la Terra Alta","Arxiu Comarcal de la Terra Alta","Cultura|Arxius||","archive",,,,,,"Carrer del Doctor Ferran",,59,,,43780,"Gandesa",430640,"Terra Alta","+34-977421634","977421634",285221100,4547741000,"0.444280999","41.052579554","acterraalta.cultura@gencat.cat","http://cultura.gencat.cat/arxius/acta/","07/10/2024 07:36:21 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (0.444281 41.052578)"
,27045768,"Arxiu Central Administratiu de la Sindicatura de Comptes de Catalunya","Arxiu Central Administratiu de la Sindicatura de Comptes de Catalunya","Cultura|Arxius||","archive",,,,,,"Via Laietana",,60,,,"08003","Barcelona",80193,"Barcelonès","+34-932701161","932701161",430897030,4582167500,"2.173475599","41.388069840","atello@sindicatura.cat","http://www.sindicatura.org/transparencia/gestio-de-la-informacio/classificacio-de-la-documentacio","07/10/2024 07:31:39 AM","Titularitat|Generalitat de Catalunya: general o institucional","POINT (2.1734755 41.38807)"
,27045447,"Arxiu Central Administratiu de l’Autoritat Catalana de la Competència","Arxiu Central Administratiu de l’Autoritat Catalana de la Competència","Cultura|Arxius||","archive",,,,,,"Via Laietana",,60,,,"08003","Barcelona",80193,"Barcelonès","+34-935528160","935528160",430897030,4582167500,"2.173475599","41.388069840",,,"07/10/2024 07:23:25 AM","Titularitat|Generalitat de Catalunya: organismes autònoms i empreses públiques","POINT (2.1734755 41.38807)"
,27041993,"Arxiu Municipal de Barberà de Vallès","Arxiu Municipal de Barberà de Vallès","Cultura|Arxius||","archive",,,,,,"Avinguda de la Verge de Montserrat ",,60,,,"08210","Barberà del Vallès",82520,"Vallès Occidental","+34-937297171","937297171",426852160,4596204000,"2.123400833","41.514131602","magrinsga@bdv.cat","https://www.bdv.cat/es","07/10/2024 07:27:54 AM","Titularitat|Administració local: municipal","POINT (2.123401 41.514133)"
,27042953,"Arxiu Municipal de Premià de Mar","Arxiu Municipal de Premià de Mar","Cultura|Arxius||","archive",,,,,,"Carrer del Nord",,60,,,"08030","Premià de Mar",81727,"Maresme","+34-937417400","937417400",446432560,4593553000,"2.358270186","41.491803472","arxiu@premiademar.cat","https://premiademar.cat/","07/10/2024 07:28:10 AM","Titularitat|Administració local: municipal","POINT (2.3582702 41.491802)"
,27042285,"Arxiu Comarcal de la Selva","Arxiu Comarcal de la Selva","Cultura|Arxius||","archive",,,,,,"Carrer de Sant Dalmau",,60,,,17430,"Santa Coloma de Farners",171805,"Selva","+34-972842146","972842146",472066100,4634640000,"2.663426093","41.863178263","aclaselva.cultura@gencat.cat","http://cultura.gencat.cat/arxius/acse","07/10/2024 07:36:21 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (2.6634262 41.86318)"
,27040830,"Arxiu Municipal de Vilassar de Mar Damià Bas i Macià","Arxiu Municipal de Vilassar de Mar Damià Bas i Macià","Cultura|Arxius||","archive",,,,,,"Carrer de Sant Artur",,61,,,"08340","Vilassar de Mar",82191,"Maresme","+34-937502957","937502957",448662880,4594910000,"2.384871929","41.504171851","arxiumunicipal@vilassardemar.cat","http://www.vilassardemar.cat/directori/equipaments/arxiu-municipal","07/10/2024 07:29:00 AM","Titularitat|Administració local: municipal","POINT (2.384872 41.504173)"
,27044913,"Arxiu Municipal de Cardedeu","Arxiu Municipal de Cardedeu","Cultura|Arxius||","archive",,,,,,"Passeig de Pau Gesa",,62,,,"08440","Cardedeu",80462,"Vallès Oriental","+34-938444004","938444004",446178750,4609713000,"2.353781132","41.637336032","arxiu@cardedeu.cat","http://www.cardedeu.cat","07/10/2024 07:34:52 AM","Titularitat|Administració local: municipal","POINT (2.3537812 41.637337)"
,27044678,"Arxiu Municipal de Malgrat de Mar","Arxiu Municipal de Malgrat de Mar","Cultura|Arxius||","archive",,,,,,"Carrer de Mar",,63,,,"08380","Malgrat de Mar",81108,"Maresme","+34-937614714","937614714",478606120,4610345000,"2.743099575","41.644557966","arxiu@ajmalgrat.cat","https://www.ajmalgrat.cat/temes-i-serveis/arxiu-municipal","07/10/2024 07:28:00 AM","Titularitat|Administració local: municipal","POINT (2.7430997 41.644558)"
,27041299,"Arxiu Judicial Territorial de Girona","Arxiu Judicial Territorial de Girona","Cultura|Arxius||","archive",,,,,,"Carrer de Tarragona",,67,,,17181,"Aiguaviva",170025,"Gironès","+34-972394142","972394142",481646000,4643297500,"2.778583468","41.941434493","arxiu.territorial.girona@xij.gencat.cat",,"07/10/2024 07:23:34 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (2.7785835 41.941433)"
,27042139,"Arxiu Central Administratiu del Departament de Drets Socials","Arxiu Central Administratiu del Departament de Drets Socials","Cultura|Arxius||","archive",,,,,,"Carrer de Sant Carles",,70,,,"08922","Santa Coloma de Gramenet",82457,"Barcelonès","+34-934661479","934661479",433950340,4588893500,"2.209257628","41.448905571","arxiucentral.tsf@gencat.cat","https://cultura.gencat.cat/ca/temes/arxius-i-gestio-documental/gestio-documental/gdgencat/aca/departaments/tsf/","07/10/2024 07:28:23 AM","Titularitat|Generalitat de Catalunya: central administratiu de departament","POINT (2.2092576 41.448906)"
,27040741,"Arxiu Comarcal de l'Alt Urgell","Arxiu Comarcal de l'Alt Urgell","Cultura|Arxius||","archive",,,,,,"Carrer de Sant Ermengol",,71,,,25700,"Seu d'Urgell, la",252038,"Alt Urgell","+34-973350131","973350131",372573940,4690546500,"1.452710386","42.356750984","acalturgell.cultura@gencat.cat","http://cultura.gencat.cat/arxius/ACAU","07/10/2024 07:36:24 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (1.4527104 42.35675)"
,27041842,"Arxiu Municipal de Lliçà d'Amunt","Arxiu Municipal de Lliçà d'Amunt","Cultura|Arxius||","archive",,,,,,"Carrer d'Anselm Clavé",,73,,,"08186","Lliçà d'Amunt",81075,"Vallès Oriental","+34-938415225","938415225",436621700,4606585500,"2.239372032","41.608465988",,,"07/10/2024 07:22:10 AM","Titularitat|Administració local: municipal","POINT (2.239372 41.608467)"
,27043766,"Arxiu Històric de Riudoms","Arxiu Històric de Riudoms","Cultura|Arxius||","archive",,,,,,"Carrer del Beat Gran",,73,,,43330,"Riudoms",431299,"Baix Camp","+34-977850350","977850350",336409340,4555847500,"1.050839345","41.137459258","arxiu.municipal@riudoms.cat","http://www.riudoms.cat","07/10/2024 07:32:27 AM","Titularitat|Administració local: municipal","POINT (1.0508393 41.13746)"
,27041173,"Arxiu Central dels Jutjats de Reus","Arxiu Central dels Jutjats de Reus","Cultura|Arxius||","archive",,,,,,"Avinguda de Marià Fortuny",,73,,,43204,"Reus",431233,"Baix Camp","+34-977929130","977929130",341839440,4558346000,"1.114859772","41.161029921","arxiu.reus@xij.gencat.cat",,"07/10/2024 07:21:20 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (1.1148598 41.16103)"
,27041118,"Arxiu d'Història de Castellar del Vallès","Arxiu d'Història de Castellar del Vallès","Cultura|Arxius||","archive",,,,,,"Carrer Major",,74,,,"08211","Castellar del Vallès",80517,"Vallès Occidental","+34-937144088","937144088",423863970,4607580500,"2.086152171","41.616312195","arxiuhistoriacastellar@gmail.com","http://arxiuhistoriacastellarvalles.blogspot.com.es","07/10/2024 07:36:36 AM","Titularitat|Privat: entitats, associacions, fundacions","POINT (2.086152 41.616314)"
,27042915,"Arxiu Municipal de Castellar del Vallès","Arxiu Municipal de Castellar del Vallès","Cultura|Arxius||","archive",,,,,,"Carrer Major",,74,,,"08211","Castellar del Vallès",80517,"Vallès Occidental","+34-937144682","937144682",423863970,4607580500,"2.086152171","41.616312195","arxiu@castellarvalles.cat","http://www.castellarvalles.cat","07/10/2024 07:34:46 AM","Titularitat|Administració local: municipal","POINT (2.086152 41.616314)"
,27045901,"Arxiu de la Corona d'Aragó","Arxiu de la Corona d'Aragó","Cultura|Arxius||","archive",,,,,,"Carrer dels Almogàvers",,77,,,"08018","Barcelona",80193,"Barcelonès","+34-934854285","934854285",432067660,4582955500,"2.187387484","41.395266848","aca@cultura.gob.es","http://www.culturaydeporte.gob.es/archivos-aca/portada.html","07/10/2024 07:34:34 AM","Titularitat|Arxiu de l'Estat","POINT (2.1873875 41.395267)"
,27044905,"Arxiu Provincial dels Franciscans de Catalunya","Arxiu Provincial dels Franciscans de Catalunya","Cultura|Arxius||","archive",,,,,,"Carrer de Santaló",,80,,,"08021","Barcelona",80193,"Barcelonès","+34-932092388","932092388",428405220,4583243000,"2.143547644","41.397538530","bibliotecaprovincial@franciscans.cat",,"07/10/2024 07:23:19 AM","Titularitat|Església catolica: monàstics, conventuals i de congregacions","POINT (2.1435475 41.397537)"
