zref,name,name:ca,zCATEGORIA,amenity,addr:street,nohousenumber,addr:housenumber,addr:floor,addr:door,addr:postcode,zPOBLACIO,zCODI_MUNICIPI,zCOMARCA,phone,fax,zUTMX,zUTMY,lon,lat,email,website,ZDATA_MODIFICACIO,ZPROPIETATS,ZGeoreferència
546980,Ajuntament de Cabrera de Mar,Ajuntament de Cabrera de Mar,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Ajuntament,,5,,,8349,Cabrera de Mar,80291,Maresme,+34-93-7590091,93-7590091,449385568,4597326877,2.393327562,41.525986465,info@cabrerademar.cat,http://www.cabrerademar.cat,07/17/2024 07:03:49 AM,,POINT (2.3933275 41.525986)
547283,Ajuntament d'Òrrius,Ajuntament d'Òrrius,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Església,,5,,,8317,Òrrius,81537,Maresme,+34-93-7971455,93-7971455,446178735,4600582140,2.354600780,41.555096843,Orrius@diba.cat,http://www.diba.es/municipis/munview.asp?Ine=08153&Vista=1,07/17/2024 07:03:26 AM,,POINT (2.3546007 41.555096)
546643,Ajuntament de Rajadell,Ajuntament de Rajadell,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer Major,,5,,,8289,Rajadell,81786,Bages,+34-93-8368026,93-8368026,392380560,4620345871,1.706040780,41.727638435,rajadell@diba.cat,http://www.rajadell.cat,07/17/2024 07:03:19 AM,,POINT (1.7060407 41.72764)
547458,Ajuntament de Sant Antoni de Vilamajor,Ajuntament de Sant Antoni de Vilamajor,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça del Montseny,,5,,,8459,Sant Antoni de Vilamajor,81982,Vallès Oriental,+34-93-8452400,93-8452400,450105208,4613706732,2.400589173,41.673561796,ajuntament@savilamajor.cat,http://www.santantonidevilamajor.cat,07/17/2024 07:03:16 AM,,POINT (2.4005892 41.67356)
547403,Ajuntament de Torelló,Ajuntament de Torelló,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer de Ges d'Avall,,5,,,8570,Torelló,82858,Osona,+34-93-8591050,93-8591050,438809048,4655275657,2.260592146,42.047149577,torello@ajtorello.cat,http://www.ajtorello.cat,07/17/2024 07:03:00 AM,,POINT (2.2605922 42.04715)
547090,Ajuntament de Castellcir,Ajuntament de Castellcir,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Era,,5,,,8183,Castellcir,80556,Moianès,+34-93-8668151,93-8668151,429328034,4623528784,2.149840182,41.760447708,castellcir@diba.cat,http://castellcir.diba.es/,07/17/2024 07:03:46 AM,,POINT (2.14984 41.76045)
547354,Ajuntament de Seva,Ajuntament de Seva,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer de Dalt,,5,,,8553,Seva,82690,Osona,+34-93-8840111,93-8840111,440237794,4632119468,2.280204697,41.838713863,seva@seva.cat,http://www.seva.cat,07/17/2024 07:03:05 AM,,POINT (2.2802048 41.838715)
547353,Ajuntament de Setcases,Ajuntament de Setcases,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer del Rec,,5,,,17869,Setcases,171925,Ripollès,+34-972-136089,972-136089,442492013,4691624903,2.301494810,42.374776885,info@setcases.cat,http://www.setcases.cat,07/17/2024 07:03:05 AM,,POINT (2.3014948 42.37478)
546972,Ajuntament de Brunyola i Sant Martí Sapresa,Ajuntament de Brunyola i Sant Martí Sapresa,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça del Castell de Brunyola,,5,,,17441,,,,+34-972-423214,972-423214,471268569,4640893618,2.653512600,41.919474000,ajuntament@brunyola.cat,http://www.brunyola.cat,07/17/2024 07:03:50 AM,,POINT (2.6535127 41.919476)
547260,Ajuntament de Navata,Ajuntament de Navata,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Vila,,5,,,17744,Navata,171117,Alt Empordà,+34-972-565004,972-565004,488490047,4674629409,2.860530830,42.223755203,ajuntament@navata.org,http://www.navata.org/,07/17/2024 07:03:28 AM,,POINT (2.8605309 42.223755)
547208,Ajuntament de Mieres,Ajuntament de Mieres,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer del Curreró,,5,,,17830,Mieres,171058,Garrotxa,+34-972-680184,972-680184,470267196,4663522170,2.640289900,42.123240000,amieres@mieres.cat,http://www.mieres.cat,07/17/2024 07:03:30 AM,,POINT (2.6402898 42.12324)
547630,Ajuntament de Vilaür,Ajuntament de Vilaür,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major,,5,,,17483,Vilaür,172229,Alt Empordà,+34-972-794575,972-794575,496278957,4665709562,2.954968116,42.143495637,ajuntament@vilaur.cat,http://www.vilaur.cat,07/17/2024 07:02:53 AM,,POINT (2.9549682 42.143497)
547199,Ajuntament de Massanes,Ajuntament de Massanes,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer Major,,5,,,17452,Massanes,171019,Selva,+34-972-864480,972-864480,471050363,4623897124,2.651712354,41.766382893,ajuntament@massanes.cat,http://www.massanes.cat/,07/17/2024 07:03:31 AM,,POINT (2.6517124 41.766384)
546922,Ajuntament de Granyena de les Garrigues,Ajuntament de Granyena de les Garrigues,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer del Portal,,5,,,25160,Granyena de les Garrigues,251057,Garrigues,+34-973-136185,973-136185,303656907,4589444475,0.650055617,41.432578880,ajuntament@granyenagarrigues.ddl.net,http://granyenagarrigues.ddl.net/,07/17/2024 07:03:36 AM,,POINT (0.6500556 41.43258)
546615,Ajuntament de Ponts,Ajuntament de Ponts,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça del Planell,,5,,,25740,Ponts,251728,Noguera,+34-973-460003,973-460003,349600085,4641977027,1.186394949,41.915430184,secretaria@ponts.cat,http://www.ponts.cat,07/17/2024 07:03:21 AM,,POINT (1.1863949 41.915432)
546893,Ajuntament de Biosca,Ajuntament de Biosca,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer Nou,,5,,,25752,Biosca,250557,Segarra,+34-973-473241,973-473241,363688069,4633506545,1.358158409,41.841726360,ajuntament@biosca.ddl.net,http://biosca.ddl.net/,07/17/2024 07:03:52 AM,,POINT (1.3581583 41.84173)
547239,Ajuntament de Montoliu de Segarra,Ajuntament de Montoliu de Segarra,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer del Call,,5,,,25217,Montoliu de Segarra,251410,Segarra,+34-973-531262,973-531262,355800161,4605724157,1.269914298,41.590204804,ajuntament@montoliusegarra.cat,http://www.montoliusegarra.cat,07/17/2024 07:03:29 AM,,POINT (1.2699143 41.590206)
547148,Ajuntament de Lladorre,Ajuntament de Lladorre,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer Major,,5,,,25576,Lladorre,251235,Pallars Sobirà,+34-973-623000,973-623000,356282193,4717077955,1.248320000,42.592740000,ajuntament@lladorre.ddl.net,http://www.diputaciolleida.net/dinamic/muni/lladorre/lladorre.htm,07/17/2024 07:03:34 AM,,POINT (1.24832 42.59274)
547049,Ajuntament de la Pobla de Montornès,Ajuntament de la Pobla de Montornès,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer de Sant Antoni,,5,,,43761,"Pobla de Montornès, la",431114,Tarragonès,+34-977-648012,977-648012,367018741,4559802751,1.414539164,41.178667702,ajuntament@lapoblademontornes.cat,http://www.lapoblademontornes.cat,07/17/2024 07:03:22 AM,,POINT (1.4145392 41.17867)
547081,Ajuntament de l'Aleixar,Ajuntament de l'Aleixar,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Vila,,5,,,43381,"Aleixar, l'",430075,Baix Camp,+34-977-815005,977-815005,336178140,4562986797,1.046176956,41.201685787,aj.aleixar@altanet.org,http://www.aleixar.altanet.org,07/17/2024 07:03:58 AM,,POINT (1.0461769 41.201687)
546968,Ajuntament de Botarell,Ajuntament de Botarell,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Ajuntament,,5,,,43772,Botarell,430332,Baix Camp,+34-977-826130,977-826130,331220936,4555815069,0.989064995,41.136104953,aj.botarell@altanet.org,http://www.botarell.altanet.org,07/17/2024 07:03:51 AM,,POINT (0.989065 41.136105)
546699,Ajuntament del Morell,Ajuntament del Morell,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Era del Castell,,5,,,43760,"Morell, el",430957,Tarragonès,+34-977-840617,977-840617,349748522,4561623299,1.208279959,41.192041282,ajmorell@morell.altanet.org,http://www.morell.cat,07/17/2024 07:03:28 AM,,POINT (1.20828 41.19204)
546895,Ajuntament de Blancafort,Ajuntament de Blancafort,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Vella,,5,,,43411,Blancafort,430290,Conca de Barberà,+34-977-892015,977-892015,346217944,4589004845,1.159274571,41.437897650,aj.blancafort@altanet.org,http://www.blancafort.altanet.org,07/17/2024 07:03:51 AM,,POINT (1.1592746 41.437897)
547629,Ajuntament de Vilassar de Mar,Ajuntament de Vilassar de Mar,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Ajuntament,,6,,,8340,Vilassar de Mar,82191,Maresme,+34-937542400,+34-937594950,449293785,4594707393,2.392448162,41.502387162,ajuntament@vilassardemar.cat,http://www.vilassardemar.cat,07/17/2024 07:02:53 AM,,POINT (2.3924482 41.502388)
547441,Ajuntament de Rupit i Pruit,Ajuntament de Rupit i Pruit,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major,,6,,,8569,Rupit i Pruit,89019,Osona,+34-938522003,+34-938522051,455682385,4652514811,2.464681500,42.023417200,rupit@diba.cat,http://www.rupitpruit.cat,07/17/2024 07:03:17 AM,,POINT (2.4646814 42.02342)
547225,Ajuntament de Montcada i Reixac,Ajuntament de Montcada i Reixac,Administració pública|Ens locals|Ajuntaments|,townhall,Avinguda de la Unitat,,6,,,8110,Montcada i Reixac,81252,Vallès Occidental,+34-93-5726474,93-5726474,432152836,4592311579,2.187355774,41.479540928,ajuntament@montcada.org,http://www.montcada.cat,07/17/2024 07:03:29 AM,,POINT (2.1873558 41.47954)
547561,Ajuntament de Vallromanes,Ajuntament de Vallromanes,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Església,,6,,,8188,Vallromanes,82969,Vallès Oriental,+34-93-5729159,93-5729159,441447551,4598030431,2.298119165,41.531781930,vallromanes@diba.cat,http://www.vallromanes.cat,07/17/2024 07:02:56 AM,,POINT (2.298119 41.53178)
547304,Ajuntament de Sant Quirze del Vallès,Ajuntament de Sant Quirze del Vallès,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Vila,,6,,,8192,Sant Quirze del Vallès,82384,Vallès Occidental,+34-93-7216800,93-7216800,423315199,4598343019,2.080746601,41.533065290,ajuntament@santquirzevalles.cat,http://www.santquirzevalles.cat,07/17/2024 07:03:10 AM,,POINT (2.0807467 41.533066)
546919,Ajuntament de Granollers,Ajuntament de Granollers,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Porxada,,6,,,8401,Granollers,80961,Vallès Oriental,+34-93-8426666,93-8426666,440615811,4606517443,2.287309992,41.608160169,alcaldia@ajuntament.granollers.cat,http://www.granollers.cat,07/17/2024 07:03:36 AM,,POINT (2.28731 41.608162)
547184,Ajuntament de Manlleu,Ajuntament de Manlleu,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de Fra Bernadí,,6,,,8560,Manlleu,81120,Osona,+34-93-8506666,93-8506666,440672577,4650017980,2.283640321,41.999942187,ajuntament@manlleu.cat,http://www.manlleu.cat,07/17/2024 07:03:32 AM,,POINT (2.2836404 41.999943)
547453,Ajuntament de Sant Agustí de Lluçanès,Ajuntament de Sant Agustí de Lluçanès,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer d'Alou,,6,,,8586,Sant Agustí de Lluçanès,81957,Osona,+34-93-8527001,93-8527001,428126693,4660559456,2.130875060,42.093828828,st.agusti@diba.cat,http://santagustidellucanes.cat,07/17/2024 07:03:17 AM,,POINT (2.130875 42.09383)
547312,Ajuntament de Sant Vicenç de Torelló,Ajuntament de Sant Vicenç de Torelló,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Ajuntament,,6,,,8571,Sant Vicenç de Torelló,82652,Osona,+34-93-8590003,93-8590003,439933614,4656979782,2.274005132,42.062583418,st.vicenst@diba.cat,http://santvicencdetorello.cat,07/17/2024 07:03:09 AM,,POINT (2.2740052 42.062584)
547107,Ajuntament de Castellví de la Marca,Ajuntament de Castellví de la Marca,Administració pública|Ens locals|Ajuntaments|,townhall,Avinguda de Catalunya,,6,,,8732,Castellví de la Marca,80654,Alt Penedès,+34-93-8918077,93-8918077,384363847,4575912614,1.618219276,41.326401412,marca@diba.cat,http://www.diba.es/municipis/munview.asp?Ine=08065&Vista=,07/17/2024 07:03:45 AM,,POINT (1.6182193 41.3264)
547119,Ajuntament de les Cabanyes,Ajuntament de les Cabanyes,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer del Bisbe Torras i Bages,,6,,,8794,"Cabanyes, les",80272,Alt Penedès,+34-93-8921048,93-8921048,390381493,4580819192,1.689221840,41.371427482,cabanyes@diba.cat,http://www.lescabanyes.cat,07/17/2024 07:03:50 AM,,POINT (1.6892219 41.371426)
546751,Ajuntament d'Alp,Ajuntament d'Alp,Administració pública|Ens locals|Ajuntaments|,townhall,Avinguda de la Tossa d'Alp,,6,,,17538,Alp,170062,Cerdanya,+34-972-890017,972-890017,409642806,4689398999,1.902907738,42.351609091,ajuntament@alp2500.cat,http://www.alp2500.cat,07/17/2024 07:03:56 AM,,POINT (1.9029077 42.35161)
546947,Ajuntament de Juncosa,Ajuntament de Juncosa,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major,,6,,,25165,Juncosa,251180,Garrigues,+34-973-128004,973-128004,313963870,4582379961,0.775493896,41.371445707,ajuntament@juncosa.cat,http://juncosa.ddl.net/,07/17/2024 07:03:34 AM,,POINT (0.7754939 41.371445)
546878,Ajuntament de Bellpuig,Ajuntament de Bellpuig,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer de l'Homenatge a La Vellesa,,6,,,25250,Bellpuig,250501,Urgell,+34-973-320408,973-320408,334353639,4610104371,1.011530961,41.625475986,ajuntament@bellpuig.cat,http://www.bellpuig.cat,07/17/2024 07:03:53 AM,,POINT (1.011531 41.625477)
547415,Ajuntament de Ribera d'Ondara,Ajuntament de Ribera d'Ondara,Administració pública|Ens locals|Ajuntaments|,townhall,Raval del Raval del Pont,,6,,,25213,Ribera d'Ondara,259059,Segarra,+34-973-540001,973-540001,359819247,4611570887,1.316745806,41.643560529,ajuntament@ajriberaondara.net,http://www.ajriberaondara.net,07/17/2024 07:03:19 AM,,POINT (1.3167458 41.643562)
546802,Ajuntament d'Estaràs,Ajuntament d'Estaràs,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer de l'Església,,6,,,25214,Estaràs,250851,Segarra,+34-973-556340,973-556340,366222130,4616377429,1.392523825,41.687936939,ajuntament@estaras.ddl.net,http://estaras.ddl.net/,07/17/2024 07:03:41 AM,,POINT (1.3925238 41.68794)
547356,Ajuntament de Sidamon,Ajuntament de Sidamon,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer Major,,6,,,25222,Sidamon,252056,Pla d'Urgell,+34-973-560421,973-560421,319432085,4610922775,0.832279500,41.629605200,ajuntament@sidamon.cat,http://sidamon.cat,07/17/2024 07:03:05 AM,,POINT (0.8322795 41.629604)
546803,Ajuntament d'Esterri d'Àneu,Ajuntament d'Esterri d'Àneu,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer Major,,6,,,25580,Esterri d'Àneu,250864,Pallars Sobirà,+34-973-626005,973-626005,346091596,4721284251,1.123039497,42.628634494,ajuntament@esterrianeu.ddl.net,http://esterrianeu.ddl.net/portadae.html,07/17/2024 07:03:41 AM,,POINT (1.1230395 42.628635)
546721,Ajuntament d'Aitona,Ajuntament d'Aitona,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer Major,,6,,,25182,Aitona,250387,Segrià,+34-973-794010,973-794010,287845192,4596768998,0.458410000,41.494470000,ajuntament@ajuntamentaitona.cat,http://www.aitona.cat,07/17/2024 07:03:59 AM,,POINT (0.45841 41.49447)
547570,Ajuntament de Vespella de Gaià,Ajuntament de Vespella de Gaià,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de Catalunya,,6,,,43763,Vespella de Gaià,431649,Tarragonès,+34-977-655288,977-655288,362694065,4561723916,1.362567304,41.195245181,aj.vespella@altanet.org,http://www.vespella.altanet.org,07/17/2024 07:02:56 AM,,POINT (1.3625673 41.195244)
546856,Ajuntament de Banyeres del Penedès,Ajuntament de Banyeres del Penedès,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Ajuntament,,6,,,43711,Banyeres del Penedès,430206,Baix Penedès,+34-977-671350,977-671350,381151738,4570746985,1.580856724,41.279417826,aj.banyeres@altanet.org,http://www.banyeresdelpenedes.cat,07/17/2024 07:03:54 AM,,POINT (1.5808567 41.27942)
547565,Ajuntament de Vandellòs i l'Hospitalet de l'Infant,Ajuntament de Vandellòs i l'Hospitalet de l'Infant,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Ajuntament,,6,,,43891,Vandellòs i l'Hospitalet de l'Infant,431628,Baix Camp,+34-977-824037,977-824037,317668366,4543234273,0.831425263,41.019926031,info@vandellos-hospitalet.cat,http://www.vandellos-hospitalet.cat,07/17/2024 07:02:56 AM,,POINT (0.83142525 41.019924)
547038,Ajuntament de la Morera de Montsant,Ajuntament de la Morera de Montsant,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça del Priorat,,6,,,43361,"Morera de Montsant, la",430960,Priorat,+34-977-827112,977-827112,316614249,4568606642,0.811315298,41.248078045,aj.morera@altanet.org,http://www.lamorerademontsant.org,07/17/2024 07:03:28 AM,,POINT (0.8113153 41.248077)
547011,Ajuntament de Capafonts,Ajuntament de Capafonts,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer de les Fonts,,7,,,43364,Capafonts,430398,Baix Camp,+34-977868049,977868049,334802247,4573376338,1.026963772,41.294938175,ajuntament@capafonts.com,http://www.capafonts.com,07/17/2024 07:03:47 AM,,POINT (1.0269638 41.294937)
547616,Ajuntament de Vilanova de Sau,Ajuntament de Vilanova de Sau,Administració pública|Ens locals|Ajuntaments|,townhall,Passeig de Verdaguer,,7,,,8519,Vilanova de Sau,83036,Osona,+34-938847006,+34-938847106,448912976,4644094215,2.383649079,41.947169442,vilanovas@diba.cat,http://hwww.vilanovadesau.cat,07/17/2024 07:02:54 AM,,POINT (2.383649 41.94717)
546799,Ajuntament d'Esponellà,Ajuntament d'Esponellà,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer de Pere Ordis,,7,,,17832,Esponellà,170656,Pla de l'Estany,+34-972597800,+34-972597300,483088733,4669542194,2.795230000,42.177840000,secretaria@esponella.cat,http://www.esponella.cat,07/17/2024 07:03:42 AM,,POINT (2.79523 42.17784)
546849,Ajuntament de Bagà,Ajuntament de Bagà,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de Catalunya,,7,,,8695,Bagà,80168,Berguedà,+34-93-8244013,93-8244013,406136159,4678474295,1.862111889,42.252823324,baga@diba.cat,http://www.viladebaga.org,07/17/2024 07:03:54 AM,,POINT (1.8621119 42.252823)
546601,Ajuntament de Peralada,Ajuntament de Peralada,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Gran,,7,,,17491,Peralada,171328,Alt Empordà,+34-972-538006,972-538006,500629058,4683977151,3.007632623,42.308027828,ajuntament@peralada.org,http://www.peralada.org,07/17/2024 07:03:23 AM,,POINT (3.0076327 42.30803)
547391,Ajuntament de Terrades,Ajuntament de Terrades,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer Major,,7,,,17731,Terrades,171962,Alt Empordà,+34-972-569048,972-569048,486729225,4684241368,2.838974397,42.310294613,ajuntament@terrades.cat,http://www.terrades.org,07/17/2024 07:03:01 AM,,POINT (2.8389745 42.310295)
546590,Ajuntament de Pals,Ajuntament de Pals,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major,,7,,,17256,Pals,171241,Baix Empordà,+34-972-636161,972-636161,512016797,4646574552,3.145033832,41.971071915,ajuntament@pals.cat,http://www.pals.cat,07/17/2024 07:03:24 AM,,POINT (3.1450338 41.971073)
547326,Ajuntament de Santa Llogaia d'Àlguema,Ajuntament de Santa Llogaia d'Àlguema,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer de les Escoles,,7,,,17771,Santa Llogaia d'Àlguema,171827,Alt Empordà,+34-972-672931,972-672931,496143625,4675742854,2.953263819,42.233858498,ajuntament@santallogaia.cat,http://www.ddgi.es/santallogaia/,07/17/2024 07:03:07 AM,,POINT (2.9532638 42.23386)
546591,Ajuntament de Pardines,Ajuntament de Pardines,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça del Pedró,,7,,,17534,Pardines,171254,Ripollès,+34-972-727027,972-727027,435140839,4684759487,2.212984995,42.312373199,ajuntament@pardines.cat,http://www.pardines.cat,07/17/2024 07:03:24 AM,,POINT (2.212985 42.312374)
546901,Ajuntament de Garrigoles,Ajuntament de Garrigoles,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer de Sant Vicenç,,7,,,17466,Garrigoles,170767,Baix Empordà,+34-972-768028,972-768028,501714693,4661286294,3.020738139,42.103664555,ajgarrigoles@grn.es,http://webspobles.ddgi.cat/sites/garrigoles,07/17/2024 07:03:37 AM,,POINT (3.0207381 42.103664)
546637,Ajuntament de Puigverd de Lleida,Ajuntament de Puigverd de Lleida,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major,,7,,,25153,Puigverd de Lleida,251826,Segrià,+34-973-167011,973-167011,310934475,4601568180,0.733288970,41.543443098,ajuntament@puigverdlleida.cat,http://puigverdlleida.ddl.net/,07/17/2024 07:03:20 AM,,POINT (0.73328894 41.54344)
547146,Ajuntament de Linyola,Ajuntament de Linyola,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer Major,,7,,,25240,Linyola,251229,Pla d'Urgell,+34-973-575019,973-575019,325635443,4619724586,0.904132883,41.710211603,ajuntament@linyola.ddl.net,http://linyola.ddl.net/,07/17/2024 07:03:34 AM,,POINT (0.9041329 41.710213)
547012,Ajuntament de Capçanes,Ajuntament de Capçanes,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Església,,7,,,43776,Capçanes,430402,Priorat,+34-977-178328,977-178328,313705572,4552203452,0.781614469,41.099764926,aj.capcanes@altanet.org,http://www.capcanes.org,07/17/2024 07:03:47 AM,,POINT (0.7816145 41.099766)
546957,Ajuntament de la Fatarella,Ajuntament de la Fatarella,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major,,7,,,43781,"Fatarella, la",430568,Terra Alta,+34-977-413609,977-413609,287994332,4559861880,0.473068634,41.162385947,ajuntament@lafatarella.cat,http://www.lafatarella.cat,07/17/2024 07:03:41 AM,,POINT (0.47306862 41.162388)
546622,Ajuntament de Pratdip,Ajuntament de Pratdip,Administració pública|Ens locals|Ajuntaments|,townhall,Avinguda de Catalunya,,7,,,43320,Pratdip,431188,Baix Camp,+34-977-566242,977-566242,321128693,4546661400,0.871559615,41.051543691,ajuntament@pratdip.cat,http://www.pratdip.cat,07/17/2024 07:03:21 AM,,POINT (0.8715596 41.051544)
546745,Ajuntament d'Alió,Ajuntament d'Alió,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer de Jaume I,,7,,,43813,Alió,430108,Alt Camp,+34-977-601926,977-601926,358206709,4572906163,1.306477354,41.295156058,aj.alio@altanet.org,http://www.alio.oasi.org,07/17/2024 07:03:57 AM,,POINT (1.3064773 41.295155)
546600,Ajuntament de Perafort,Ajuntament de Perafort,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer Nou,,7,,,43152,Perafort,431037,Tarragonès,+34-977-625006,977-625006,353672583,4561330082,1.255122700,41.190119600,aj.perafort@altanet.org,http://www.perafort.altanet.org,07/17/2024 07:03:23 AM,,POINT (1.2551227 41.19012)
547624,Ajuntament de Vila-rodona,Ajuntament de Vila-rodona,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça dels Arbres,,7,,,43814,Vila-rodona,431704,Alt Camp,+34-977-638006,977-638006,362546899,4574573446,1.357917482,41.310919204,ajuntament@vila-rodona.cat,http://www.vila-rodona.altanet.org,07/17/2024 07:02:54 AM,,POINT (1.3579174 41.31092)
546707,Ajuntament del Pont d'Armentera,Ajuntament del Pont d'Armentera,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Església,,7,,,43817,"Pont d'Armentera, el",431135,Alt Camp,+34-977-638203,977-638203,363115146,4582634833,1.362885740,41.383600672,aj.pontdarmentera@altanet.org,http://www.pontdarmentera.altanet.org,07/17/2024 07:03:22 AM,,POINT (1.3628857 41.383602)
547472,Ajuntament de Sant Esteve Sesrovires,Ajuntament de Sant Esteve Sesrovires,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer Major,,8,,,8635,Sant Esteve Sesrovires,82080,Baix Llobregat,+34-937713017,937713017,406041189,4594124052,1.874369070,41.493229096,ajuntament@sesrovires.cat,http://www.sesrovires.net/,07/17/2024 07:03:16 AM,,POINT (1.874369 41.49323)
547001,Ajuntament de Campins,Ajuntament de Campins,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Vila,,8,,,8472,Campins,80399,Vallès Oriental,+34-938475030,+34-938475092,455380902,4619334523,2.463544772,41.724562936,ajuntament@campins.cat,http://www.campins.diba.es,07/17/2024 07:03:48 AM,,POINT (2.4635448 41.724564)
546602,Ajuntament de Peramola,Ajuntament de Peramola,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer de Frederic Ribó,,8,,,25790,Peramola,251654,Alt Urgell,+34-973-470263,+34-973470263,356695661,4657611780,1.268106938,42.057502530,ajuntament@peramola.ddl.net,http://peramola.ddl.net/,07/17/2024 07:03:23 AM,,POINT (1.2681069 42.057503)
546789,Ajuntament dels Pallaresos,Ajuntament dels Pallaresos,Administració pública|Ens locals|Ajuntaments|,townhall,Avinguda de Catalunya,,8,,,43151,"Pallaresos, els",431009,Tarragonès,+34-977610600,+34-977610568,355098021,4559510916,1.272543456,41.173996332,ajuntament@ajuntamentdelspallaresos.cat,http://www.pallaresos.altanet.org,07/17/2024 07:03:25 AM,,POINT (1.2725434 41.173996)
546766,Ajuntament d'Arenys de Mar,Ajuntament d'Arenys de Mar,Administració pública|Ens locals|Ajuntaments|,townhall,Riera del Bisbe Pol,,8,,,8350,Arenys de Mar,80060,Maresme,+34-93-7959900,93-7959900,462600355,4603192359,2.551351400,41.579543900,alcaldia@arenysdemar.cat,http://www.arenysdemar.cat,07/17/2024 07:03:55 AM,,POINT (2.5513513 41.579544)
546669,Ajuntament de Copons,Ajuntament de Copons,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer d'Àngel Guimerà,,8,,,8281,Copons,80713,Anoia,+34-93-8090000,93-8090000,376619295,4610476831,1.518632783,41.636486252,copons@copons.cat,http://copons.cat,07/17/2024 07:03:43 AM,,POINT (1.5186328 41.636486)
547621,Ajuntament de Vilanova i la Geltrú,Ajuntament de Vilanova i la Geltrú,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Vila,,8,,,8800,Vilanova i la Geltrú,83073,Garraf,+34-93-8140000,93-8140000,393212015,4564416270,1.725938303,41.224090907,jgomariz@vilanova.cat,http://www.vilanova.cat,07/17/2024 07:02:54 AM,,POINT (1.7259383 41.22409)
