z_NO_OSM,zref,name,name:ca,zCATEGORIA,amenity,community_centre,community_centre:for,admin_level,government,office,chamber,addr:street,nohousenumber,addr:housenumber,addr:floor,addr:door,addr:postcode,zPOBLACIO,zCODI_MUNICIPI,zCOMARCA,phone,fax,zUTMX,zUTMY,lon,lat,email,website,ZDATA_MODIFICACIO,ZPROPIETATS,ZGeoreferència
a,27042166,Centre Civic,Centre Civic,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer del Molí,,26,,,43514,Mas de Barberans,430770,Montsià,,,278255160,4512735500,0.373967844,40.735701870,,,07/10/2024 07:22:02 AM,Gestio|Altres    |Titularitat|Pública   ,POINT (0.37396786 40.735703)
a,27045424,Centre Cívic de Sant Narcís,Centre Cívic de Sant Narcís,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Plaça de l'Assumpció,,27,,,17005,Girona,170792,Gironès,+34-972237063,972237063,484386100,4647022500,2.811540109,41.975043379,ccsantnarcis@ajgirona.org,http://www.girona.cat/ccivics,07/10/2024 07:34:06 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.8115401 41.975044)
a,27043797,Centre Cívic Pla de Palau,Centre Cívic Pla de Palau,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Saragossa,,27,,,17003,Girona,170792,Gironès,+34-972426390,972426390,484990600,4646559500,2.818848209,41.970885038,ccpalau@ajgirona.org,http://www.girona.cat/ccivics,07/10/2024 07:34:06 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.8188481 41.970886)
a,27045316,Centre Cultural Vallcalent,Centre Cultural Vallcalent,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Vallcalent,,28,,,25006,Lleida,251207,Segrià,+34-973266303,973266303,301511780,4610071500,0.617599052,41.617687451,,http://www.raier.org,07/10/2024 07:32:31 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (0.61759907 41.617687)
a,27045571,Centre Cultural,Centre Cultural,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de la Mare de Déu de Montserrat,,28,,,43570,Santa Bàrbara,431384,Montsià,+34-977719136,977719136,288196750,4510250500,0.492432186,40.715954712,,,07/10/2024 07:23:52 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (0.49243218 40.715954)
a,27044268,Local Municipal la Cooperativa,Local Municipal la Cooperativa,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Avinguda de la Unió,,29,,,8719,Castellolí,80636,Anoia,+34-938084000,938084000,391701900,4605995000,1.700484253,41.598318513,castelloli@diba.cat,http://www.castelloli.cat,07/10/2024 07:34:45 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.7004843 41.59832)
a,27043413,Centre Civic les Borges Blanques,Centre Civic les Borges Blanques,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de la Constitució,,30,,,25400,"Borges Blanques, les",250582,Garrigues,+34-973142850,973142850,322095900,4598849000,0.867815910,41.521526707,ajuntament@lesborgesblanques.cat,http://www.lesborgesblanques.cat,07/10/2024 07:33:46 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (0.8678159 41.521526)
a,27043271,Centre Cívic d'Organyà,Centre Cívic d'Organyà,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer del Mestre Cases,,30,,,25794,Organyà,251556,Alt Urgell,+34-973383007,973383007,361571800,4674275000,1.323058750,42.208388879,ajuntament@organya.cat,http://www.organya.cat,07/10/2024 07:32:47 AM,Gestio|Privada   |Titularitat|Pública   ,POINT (1.3230587 42.20839)
a,27044819,"Centre Cívic ""El Centru""","Centre Cívic ""El Centru""","Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Avinguda de Catalunya,,30,,,43812,Bràfim,430347,Alt Camp,+34-977620011,977620011,360934470,4569827000,1.339746402,41.267905871,ajuntament@brafim.cat,http://www.brafim.cat,07/10/2024 07:35:18 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.3397464 41.267906)
a,27041405,Centre Civic Can Carbó,Centre Civic Can Carbó,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Avinguda de Catalunya,,31,,,17310,Lloret de Mar,170950,Selva,+34-972361829,972361829,487096800,4617111000,2.844910033,41.705682962,fvieta@lloret.cat,http://www.lloret.cat,07/10/2024 07:33:39 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.8449101 41.705685)
a,27042926,Centre Cívic,Centre Cívic,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Xerta,,31,,,43528,Alfara de Carles,430081,Baix Ebre,+34-977455005,977455005,280952970,4527879500,0.400569889,40.872709122,aribe@alfaracarles.altanet.org,,07/10/2024 07:23:33 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (0.4005699 40.872707)
a,27041008,Centre Civic Can Folguera,Centre Civic Can Folguera,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Pablo Picasso,,32,,,8130,Santa Perpètua de Mogoda,82606,Vallès Occidental,+34-935740681,935740681,432153700,4598063500,2.186718087,41.531345892,folguera@staperpetua.cat,,07/10/2024 07:23:51 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.186718 41.531345)
a,27045068,Centre Cívic de Vilafortuny,Centre Cívic de Vilafortuny,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Avinguda del Castell de Vilafortuny,,33,,,43850,Cambrils,430385,Baix Camp,+34-977378715,977378715,340664060,4549242000,1.103219617,41.078835620,participacio@cambrils.cat,http://www.cambrils.cat,07/10/2024 07:34:59 AM,Gestio|Altres    |Titularitat|Pública   ,POINT (1.1032196 41.078835)
a,27044171,Centre Cívic,Centre Cívic,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Avinguda de França,,35,,,17481,Sant Julià de Ramis,171693,Gironès,,,485671750,4652496500,2.826924296,42.024370080,sjramis@santjuliaderamis.cat,http://www.santjuliaderamis.cat,07/10/2024 07:31:54 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.8269243 42.02437)
a,27044029,Casella del Peó,Casella del Peó,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carretera d'Olot ,,36,,,17174,Sant Feliu de Pallerols,171616,Garrotxa,+34-972444056,972444056,459347900,4658611000,2.508533049,42.078518984,,,07/10/2024 07:23:56 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.508533 42.078518)
a,27042601,Centre Cívic de Can Borrell,Centre Cívic de Can Borrell,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Avinguda de Rívoli,,38,,,8100,Mollet del Vallès,81249,Vallès Oriental,+34-935445961,935445961,433820900,4599699500,2.206521060,41.546220162,cultura@molletvalles.cat,http://www.molletvalles.cat,07/10/2024 07:33:18 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.206521 41.54622)
a,27043608,Centre Civic i Cultural de Riells del Fai,Centre Civic i Cultural de Riells del Fai,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer del Doctor Zamenhoff,,38,,,8416,Bigues i Riells,80235,Vallès Oriental,+34-938658544,938658544,433442340,4616578500,2.200106013,41.698207521,cultura@biguesiriells.cat,http://biguesiriells.cat,07/10/2024 07:36:28 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.200106 41.698208)
a,27042475,Centre Cívic,Centre Cívic,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer Major,,38,,,25163,"Soleràs, el",252069,Garrigues,+34-973133232,973133232,306379060,4587175000,0.683336574,41.412813865,,,07/10/2024 07:23:48 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (0.68333656 41.412815)
a,27045916,Torre d'En Gorgs,Torre d'En Gorgs,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de la Torre d'en Gorgs,,40,,,8210,Barberà del Vallès,82520,Vallès Occidental,+34-937192837,937192837,426500560,4596047500,2.119206866,41.512689914,barbera@bdv.cat,http://www.bdv.cat,07/10/2024 07:35:37 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.119207 41.51269)
a,27040897,Centre Cívic Singuerlín,Centre Cívic Singuerlín,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Avinguda de Catalunya,,41,,,8924,Santa Coloma de Gramenet,82457,Barcelonès,+34-933917110,933917110,433577200,4589948500,2.204674768,41.458376803,cuencass@gramenet.diba.es,http://www.grame.net,07/10/2024 07:34:01 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.2046747 41.458378)
a,27045420,Masia Cal Cego,Masia Cal Cego,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer del Vendrell,,42,,,43881,Cunit,430516,Baix Penedès,+34-977673281,977673281,383937560,4561471500,1.615875825,41.196295179,calcego@cunit.org,http://cunit.org,07/10/2024 07:36:17 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.6158758 41.196297)
a,27042543,Centre Civic Castell d'Aro,Centre Civic Castell d'Aro,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Avinguda de la Platja,,44,,,17249,Castell-Platja d'Aro,170486,Baix Empordà,+34-972825713,972825713,502516700,4629143000,3.030300455,41.814156386,info@casinocastellarenc.org,http://www.casinocastellarenc.org,07/10/2024 07:34:47 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (3.0303004 41.814156)
a,27041731,Escoles Velles,Escoles Velles,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Baix,,44,,,43310,Colldejou,430458,Baix Camp,+34-977837287,977837287,322644720,4551918000,0.888072894,41.099195260,aj.colldejou@colldejou.cat,,07/10/2024 07:25:26 AM,Gestio|Altres    |Titularitat|Altres    ,POINT (0.8880729 41.099194)
a,27043346,Centre Cívic Can Rull,Centre Cívic Can Rull,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Sant Isidor,,45,,,8206,Sabadell,81878,Vallès Occidental,+34-937236600,937236600,423704620,4600642000,2.085122358,41.553807674,districte4@ajsabadell.cat,http://www.ajsabadell.cat,07/10/2024 07:35:52 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.0851223 41.553806)
a,27042584,Local Municipal El Centre,Local Municipal El Centre,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Avinguda de la Unió,,45,,,8719,Castellolí,80636,Anoia,+34-938084000,938084000,391755750,4606022500,1.701125296,41.598573452,castelloli@diba.cat,http://www.castelloli.cat,07/10/2024 07:34:45 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.7011253 41.59857)
a,27040806,Centre Cívic Ter,Centre Cívic Ter,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Can Sunyer,,46,,,17007,Girona,170792,Gironès,+34-972414952,972414952,484179880,4649085000,2.808995532,41.993615466,ccter@ajgirona.org,http://www.girona.cat/ccivics,07/10/2024 07:34:06 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.8089955 41.993614)
a,27042647,Cau de l'Oliba,Cau de l'Oliba,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer Nou,,46,,,43710,Santa Oliva,431401,Baix Penedès,+34-977679204,977679204,379030300,4567887000,1.556100279,41.253348778,aj.santaoliva@santaoliva.cat,http://www.santaoliva.cat,07/10/2024 07:32:14 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.5561002 41.25335)
a,27044026,Centre Civic Rocafonda,Centre Civic Rocafonda,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer del Poeta Josep Punsola,,47,,,8303,Mataró,81213,Maresme,,,454204280,4599827500,2.450892232,41.548799706,ccrocafonda@ajmataro.cat,,07/10/2024 07:24:29 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.4508922 41.5488)
a,27045469,Can Pahissa,Can Pahissa,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Rambla de la Pau,,48,,,8800,Vilanova i la Geltrú,83073,Garraf,+34-938154844,938154844,393365380,4563795000,1.727876071,41.218516185,pahissa@vilanova.cat,http://www.vilanova.cat,07/10/2024 07:29:17 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.7278761 41.218517)
a,27042415,Centre Cultural la Fàbrica,Centre Cultural la Fàbrica,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carretera de Juià 48 ,,48,,,17460,Celrà,170499,Gironès,+34-972493060,972493060,489783400,4652783500,2.876585153,42.027019118,cultura@cerla.cat,http://www.la-fabrica.info,07/10/2024 07:33:52 AM,Gestio|Privada   |Titularitat|Pública   ,POINT (2.8765852 42.02702)
a,27042353,Centre Cívic,Centre Cívic,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer del Mar,,49,,,17496,Colera,170545,Alt Empordà,+34-972389050,972389050,512386880,4694637500,3.150523871,42.403937506,ajuntament@colera.cat,http://www.colera.cat,07/10/2024 07:34:38 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (3.150524 42.40394)
a,27045246,Local Social de Quart,Local Social de Quart,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer del Tren,,49,,,17242,Quart,171426,Gironès,+34-972468242,972468242,486577940,4642984500,2.838087607,41.938714706,ajuntament@quart.cat,http://WWW.QUART.CAT,07/10/2024 07:32:33 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.8380876 41.938713)
a,27044585,Centre Cívic Banyoles,Centre Cívic Banyoles,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Barcelona,,54,,,17820,Banyoles,170157,Pla de l'Estany,+34-972580741,972580741,481191600,4662552000,2.772484265,42.114840456,centrecivic@ajbanyoles.org,http://www.centrecivicbanyoles.net,07/10/2024 07:34:42 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.7724843 42.11484)
a,27041070,Centre Cívic Maria Aurèlia Capmany,Centre Cívic Maria Aurèlia Capmany,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Avinguda d'Àngel Sallent,,55,,,8224,Terrassa,82798,Vallès Occidental,+34-937333098,937333098,416629940,4601115500,2.000234211,41.557365812,ccm.aurelia.capmany@terrassa.cat,http://www.terrassa.cat/ajuntament/ccivics.htm,07/10/2024 07:31:16 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.0002341 41.557365)
a,27041058,Centre Moral,Centre Moral,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Rambla de Francesc Macià,,57,,,8358,Arenys de Munt,80076,Maresme,+34-937957019,937957019,461637900,4606722000,2.539580204,41.611289792,centre@centremoral.cat,http://www.centremoral.cat,07/10/2024 07:34:41 AM,Gestio|Altres    |Titularitat|Altres    ,POINT (2.53958 41.61129)
a,27042302,Centre Civic i Cultural la Vinícola,Centre Civic i Cultural la Vinícola,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carretera de Valls ,,57,,,8710,Santa Margarida de Montbui,82508,Anoia,+34-938041403,938041403,384003530,4603494500,1.608617108,41.574721240,casellastt@montbui.cat,http://www.montbui.cat,07/10/2024 07:33:16 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.6086171 41.574722)
a,27043590,Centre Civic Santa Eulàlia,Centre Civic Santa Eulàlia,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Santa Eulàlia,,60,,,8600,Berga,80229,Berguedà,+34-938213911,938213911,405126440,4661696000,1.852608387,42.101619829,,,07/10/2024 07:25:48 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.8526084 42.10162)
a,27045333,CAN SANMARTI,CAN SANMARTI,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Passeig del Montseny,,60,,,8474,Gualba,80977,Vallès Oriental,,,458868060,4619895500,2.505430540,41.729803598,,,07/10/2024 07:24:50 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.5054305 41.729805)
a,27043658,Centre Cívic Palaudàries,Centre Cívic Palaudàries,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer del Segre,,65,,,8186,Lliçà d'Amunt,81075,Vallès Oriental,+34-938646010,938646010,433498100,4604822000,2.202083575,41.592329038,cc.palaudaries@llicamunt.cat,http://www.llicamunt.cat,07/10/2024 07:33:39 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.2020836 41.59233)
a,27042085,Ca la Mestra,Ca la Mestra,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Mossen Riba Pont,,69,,,8518,Oristà,81516,Osona,+34-938128006,938128006,421517060,4645430000,2.052982803,41.956949002,orista@diba.cat,http://orista.cat,07/10/2024 07:36:07 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.0529828 41.956947)
a,27043583,Centre Cívic Mar,Centre Cívic Mar,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Passeig Marítim,,73,,,8800,Vilanova i la Geltrú,83073,Garraf,+34-938154307,938154307,393661300,4563507000,1.731455612,41.215961489,ccimar@vilanova.cat,http://www.vilanova.cat,07/10/2024 07:29:15 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.7314556 41.21596)
a,27042875,Centre Cívic la Sardana,Centre Cívic la Sardana,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Josep Anselm Clavé,,74,,,8800,Vilanova i la Geltrú,83073,Garraf,+34-938101494,938101494,392810586,4563848881,1.721249642,41.218928120,ccisardana@vilanova.cat,http://www.vilanova.cat,07/10/2024 07:29:15 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.7212497 41.21893)
a,27045443,Centre Cívic Ca l'Artigues,Centre Cívic Ca l'Artigues,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Ribera d'Ebre,,81,,,8186,Lliçà d'Amunt,81075,Vallès Oriental,+34-938607350,938607350,434760800,4607442500,2.216947270,41.616034578,cc.calartigues@llicamunt.cat,http://www.llicamunt.cat,07/10/2024 07:33:39 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.2169473 41.616035)
a,27040666,Centre Civic Mas Costa,Centre Civic Mas Costa,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Can Taió,,83,,,8130,Santa Perpètua de Mogoda,82606,Vallès Occidental,+34-935604904,935604904,431775358,4597067460,2.182296263,41.522342904,costa@staperpetua.cat,,07/10/2024 07:23:50 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.1822963 41.522343)
a,27043859,Centre Cívic de Sant Oleguer,Centre Cívic de Sant Oleguer,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer del Sol i Padrís,,93,,,8203,Sabadell,81878,Vallès Occidental,+34-937120451,937120451,426511300,4598780500,2.119001710,41.537305250,districte1@ajsabadell.cat,http://www.sabadell.cat,07/10/2024 07:32:23 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.1190016 41.537304)
a,27040941,Centre Cívic Can Verdaguer,Centre Cívic Can Verdaguer,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Piferrer,,94,,,8016,Barcelona,80193,Barcelonès,,,431423000,4587270500,2.179187626,41.434075882,,,07/10/2024 07:26:14 AM,Gestio|Privada   |Titularitat|Pública   ,POINT (2.1791875 41.434074)
a,27041308,Centre Cultural Costa i Font,Centre Cultural Costa i Font,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carretera de Balenyà 101 ,,101,,,8552,Taradell,82785,Osona,+34-938127041,938127041,440582970,4635661500,2.284006084,41.870640061,costafont@taradell.cat,http://www.taradell.cat,07/10/2024 07:31:28 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.284006 41.87064)
a,27042247,Solidaritat Can Pepus,Solidaritat Can Pepus,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Francesc Macià,,104,,,8912,Badalona,80155,Barcelonès,+34-934602378,934602378,436558530,4588560500,2.240515005,41.446116709,,,07/10/2024 07:26:25 AM,Titularitat|Pública   ,POINT (2.240515 41.446117)
a,27043444,Centre Cívic Francesc Llobet,Centre Cívic Francesc Llobet,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer d'Orient,,122,,,17411,Vidreres,172137,Selva,+34-972850067,972850067,482193780,4626464000,2.785698570,41.789830809,centrecivic@vidreres.cat,http://www.vidreres.cat,07/10/2024 07:29:33 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.7856987 41.78983)
a,27043976,Centre Cívic i Cultural del Rieral de Bigues,Centre Cívic i Cultural del Rieral de Bigues,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer d'Anna Mogas,,130,,,8415,Bigues i Riells,80235,Vallès Oriental,+34-938658686,938658686,434276200,4613983000,2.210412348,41.674900971,cultura@biguesiriells.cat,http://www.biguesiriells.cat,07/10/2024 07:35:24 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.2104123 41.6749)
a,27044164,Centre Cívic Xalem,Centre Cívic Xalem,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Lleida,,136,,,17130,"Escala, l'",170622,Alt Empordà,+34-972774848,972774848,511022840,4661891000,3.133325597,42.109035262,oac@lescala.cat,,07/10/2024 07:22:38 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (3.1333256 42.109035)
a,27040734,Centre Cívic de Santa Eugènia,Centre Cívic de Santa Eugènia,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Santa Eugènia,,146,,,17005,Girona,170792,Gironès,+34-972245111,972245111,484028440,4647308500,2.807215405,41.977612114,ccsantaeugenia@ajgirona.org,http://www.girona.cat/ccivics,07/10/2024 07:34:06 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.8072155 41.97761)
a,27043896,Casal de Gualba de Baix,Casal de Gualba de Baix,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Camí Ral,,171,,,8474,Gualba,80977,Vallès Oriental,,,461018700,4617709000,2.531432010,41.710218602,,,07/10/2024 07:22:22 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.531432 41.71022)
a,27040850,Centre Cívic Montserrat Roig,Centre Cívic Montserrat Roig,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Avinguda de Barcelona,,180,,,8222,Terrassa,82798,Vallès Occidental,+34-937362412,937362412,418888530,4601897000,2.027209646,41.564636333,cc.montserrat.roig@terrassa.cat,http://www.terrassa.cat/ajuntament/ccivics.htm,07/10/2024 07:31:16 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.0272098 41.564636)
a,27042906,Centre Cívic President Macià,Centre Cívic President Macià,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Rambla de Francesc Macià,,189,,,8226,Terrassa,82798,Vallès Occidental,+34-937357438,937357438,418701700,4603275500,2.024782545,41.577032175,cc.president.macia@terrassa.cat,http://www.terrassa.cat/ajuntament/ccivics.htm,07/10/2024 07:31:16 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.0247827 41.577034)
a,27040997,Centre Civic,Centre Civic,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Plaça de Sant Jordi,,200,,,43142,"Rourell, el",431346,Alt Camp,,,350540470,4565049000,1.216881977,41.223031243,,http://www.rourell.altanet.org/,07/10/2024 07:32:25 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.216882 41.22303)
a,27043687,Centre Cívic Can Basté,Centre Cívic Can Basté,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Passeig de Fabra i Puig,,274,,,8031,Barcelona,80193,Barcelonès,,,430920250,4586873500,2.173216079,41.430457166,,,07/10/2024 07:26:15 AM,Gestio|Altres    |Titularitat|Pública   ,POINT (2.173216 41.430458)
a,27043197,Centre Cívic Can Felipa,Centre Cívic Can Felipa,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer del Pallars,,277,,,8005,Barcelona,80193,Barcelonès,,,433247000,4583916000,2.201387621,41.404016576,,,07/10/2024 07:26:15 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.2013876 41.40402)
a,27042037,Centre Civic Serraparera,Centre Civic Serraparera,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Plaça Universal,,1-2,,,8290,Cerdanyola del Vallès,82665,Vallès Occidental,,,427053000,4594327500,2.126034727,41.497249421,,,07/10/2024 07:22:45 AM,Titularitat|Privada   ,POINT (2.1260347 41.49725)
a,27043864,Centre Cívic de Borredà,Centre Cívic de Borredà,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer del Doctor Vilardell,,1-3,,,8619,Borredà,80240,Berguedà,+34-938239151,938239151,416884470,4665269000,1.994277491,42.135128687,borreda@diba.cat,http://borreda.net,07/10/2024 07:36:28 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.9942775 42.135128)
a,27044046,La Creueta Centre Cultural,La Creueta Centre Cultural,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Avinguda de la Generalitat,,1-3,,,8270,Navarcles,81402,Bages,+34-938276719,938276719,409258940,4622498000,1.908610612,41.749125219,info@lacreueta.cat,http://www.lacreueta.cat,07/10/2024 07:33:52 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.9086106 41.749126)
